"","Hour","variable","value"
"1",1,"2017-01-17","1004.9"
"2",2,"2017-01-17","1004.1"
"3",3,"2017-01-17","X"
"4",4,"2017-01-17","X"
"5",5,"2017-01-17","1005.3"
"6",6,"2017-01-17","1005.3"
"7",7,"2017-01-17","1006.2"
"8",8,"2017-01-17","1006.4"
"9",9,"2017-01-17","1006.6"
"10",10,"2017-01-17","1006.2"
"11",11,"2017-01-17","1005.2"
"12",12,"2017-01-17","1004.1"
"13",13,"2017-01-17","1003.4"
"14",14,"2017-01-17","1003.0"
"15",15,"2017-01-17","1002.8"
"16",16,"2017-01-17","1003.2"
"17",17,"2017-01-17","1003.7"
"18",18,"2017-01-17","1004.1"
"19",19,"2017-01-17","1004.8"
"20",20,"2017-01-17","1005.2"
"21",21,"2017-01-17","1005.7"
"22",22,"2017-01-17","1006.0"
"23",23,"2017-01-17","1006.2"
"24",24,"2017-01-17","1006.2"
"25",1,"2017-01-18","1006.0"
"26",2,"2017-01-18","1006.4"
"27",3,"2017-01-18","1006.7"
"28",4,"2017-01-18","X"
"29",5,"2017-01-18","X"
"30",6,"2017-01-18","1007.0"
"31",7,"2017-01-18","1007.3"
"32",8,"2017-01-18","1007.7"
"33",9,"2017-01-18","1007.9"
"34",10,"2017-01-18","1007.8"
"35",11,"2017-01-18","1006.7"
"36",12,"2017-01-18","1005.2"
"37",13,"2017-01-18","1004.6"
"38",14,"2017-01-18","1004.1"
"39",15,"2017-01-18","1004.2"
"40",16,"2017-01-18","1004.4"
"41",17,"2017-01-18","1004.8"
"42",18,"2017-01-18","1005.1"
"43",19,"2017-01-18","1005.6"
"44",20,"2017-01-18","1005.6"
"45",21,"2017-01-18","1005.7"
"46",22,"2017-01-18","1005.6"
"47",23,"2017-01-18","1005.6"
"48",24,"2017-01-18","1005.7"
"49",1,"2017-01-19","1005.9"
"50",2,"2017-01-19","1005.9"
"51",3,"2017-01-19","1005.3"
"52",4,"2017-01-19","1005.4"
"53",5,"2017-01-19","1005.7"
"54",6,"2017-01-19","1006.1"
"55",7,"2017-01-19","1006.4"
"56",8,"2017-01-19","1007.3"
"57",9,"2017-01-19","1007.1"
"58",10,"2017-01-19","1007.0"
"59",11,"2017-01-19","1006.2"
"60",12,"2017-01-19","1005.0"
"61",13,"2017-01-19","1003.6"
"62",14,"2017-01-19","1002.3"
"63",15,"2017-01-19","1002.5"
"64",16,"2017-01-19","1003.1"
"65",17,"2017-01-19","1003.4"
"66",18,"2017-01-19","1003.8"
"67",19,"2017-01-19","1004.2"
"68",20,"2017-01-19","X"
"69",21,"2017-01-19","X"
"70",22,"2017-01-19","X"
"71",23,"2017-01-19","X"
"72",24,"2017-01-19","X"
"73",1,"2017-01-20","X"
"74",2,"2017-01-20","1006.0"
"75",3,"2017-01-20","1006.1"
"76",4,"2017-01-20","1006.2"
"77",5,"2017-01-20","X"
"78",6,"2017-01-20","X"
"79",7,"2017-01-20","1008.2"
"80",8,"2017-01-20","1008.4"
"81",9,"2017-01-20","1009.2"
"82",10,"2017-01-20","1009.2"
"83",11,"2017-01-20","1009.3"
"84",12,"2017-01-20","1008.7"
"85",13,"2017-01-20","1007.9"
"86",14,"2017-01-20","1007.4"
"87",15,"2017-01-20","X"
"88",16,"2017-01-20","X"
"89",17,"2017-01-20","X"
"90",18,"2017-01-20","X"
"91",19,"2017-01-20","1008.7"
"92",20,"2017-01-20","1008.9"
"93",21,"2017-01-20","1009.0"
"94",22,"2017-01-20","X"
"95",23,"2017-01-20","X"
"96",24,"2017-01-20","X"
"97",1,"2017-01-21","X"
"98",2,"2017-01-21","1008.4"
"99",3,"2017-01-21","1008.6"
"100",4,"2017-01-21","1008.7"
"101",5,"2017-01-21","1008.9"
"102",6,"2017-01-21","1009.7"
"103",7,"2017-01-21","1010.4"
"104",8,"2017-01-21","1010.8"
"105",9,"2017-01-21","1011.2"
"106",10,"2017-01-21","X"
"107",11,"2017-01-21","1010.3"
"108",12,"2017-01-21","1009.6"
"109",13,"2017-01-21","1008.2"
"110",14,"2017-01-21","1008.2"
"111",15,"2017-01-21","1008.2"
"112",16,"2017-01-21","1008.2"
"113",17,"2017-01-21","1008.5"
"114",18,"2017-01-21","1009.1"
"115",19,"2017-01-21","1009.6"
"116",20,"2017-01-21","1009.9"
"117",21,"2017-01-21","1010.4"
"118",22,"2017-01-21","1010.6"
"119",23,"2017-01-21","1010.5"
"120",24,"2017-01-21","1010.9"
"121",1,"2017-01-22","1010.8"
"122",2,"2017-01-22","1010.7"
"123",3,"2017-01-22","1010.6"
