"","time","Rain"
"1",2017-02-20 01:00:00,"0.0"
"2",2017-02-20 02:00:00,"0.0"
"3",2017-02-20 03:00:00,"0.0"
"4",2017-02-20 04:00:00,"0.0"
"5",2017-02-20 05:00:00,"0.0"
"6",2017-02-20 06:00:00,"0.0"
"7",2017-02-20 07:00:00,"0.0"
"8",2017-02-20 08:00:00,"0.0"
"9",2017-02-20 09:00:00,"0.0"
"10",2017-02-20 10:00:00,"0.0"
"11",2017-02-20 11:00:00,"0.0"
"12",2017-02-20 12:00:00,"0.0"
"13",2017-02-20 13:00:00,"0.0"
"14",2017-02-20 14:00:00,"0.0"
"15",2017-02-20 15:00:00,"0.0"
"16",2017-02-20 16:00:00,"0.0"
"17",2017-02-20 17:00:00,"0.0"
"18",2017-02-20 18:00:00,"0.0"
"19",2017-02-20 19:00:00,"0.0"
"20",2017-02-20 20:00:00,"0.0"
"21",2017-02-20 21:00:00,"0.0"
"22",2017-02-20 22:00:00,"0.0"
"23",2017-02-20 23:00:00,"0.0"
"24",2017-02-21 00:00:00,"0.0"
"25",2017-02-21 01:00:00,"0.0"
"26",2017-02-21 02:00:00,"0.0"
"27",2017-02-21 03:00:00,"0.0"
"28",2017-02-21 04:00:00,"0.0"
"29",2017-02-21 05:00:00,"0.0"
"30",2017-02-21 06:00:00,"0.0"
"31",2017-02-21 07:00:00,"0.0"
"32",2017-02-21 08:00:00,"0.0"
"33",2017-02-21 09:00:00,"0.0"
"34",2017-02-21 10:00:00,"0.0"
"35",2017-02-21 11:00:00,"0.0"
"36",2017-02-21 12:00:00,"0.0"
"37",2017-02-21 13:00:00,"0.0"
"38",2017-02-21 14:00:00,"0.0"
"39",2017-02-21 15:00:00,"0.0"
"40",2017-02-21 16:00:00,"0.0"
"41",2017-02-21 17:00:00,"0.0"
"42",2017-02-21 18:00:00,"0.0"
"43",2017-02-21 19:00:00,"0.0"
"44",2017-02-21 20:00:00,"0.0"
"45",2017-02-21 21:00:00,"0.0"
"46",2017-02-21 22:00:00,"0.0"
"47",2017-02-21 23:00:00,"0.0"
"48",2017-02-22 00:00:00,"0.0"
"49",2017-02-22 01:00:00,"0.0"
"50",2017-02-22 02:00:00,"0.0"
"51",2017-02-22 03:00:00,"0.0"
"52",2017-02-22 04:00:00,"0.0"
"53",2017-02-22 05:00:00,"0.0"
"54",2017-02-22 06:00:00,"0.0"
"55",2017-02-22 07:00:00,"0.0"
"56",2017-02-22 08:00:00,"0.0"
"57",2017-02-22 09:00:00,"0.5"
"58",2017-02-22 10:00:00,"0.0"
"59",2017-02-22 11:00:00,"0.0"
"60",2017-02-22 12:00:00,"0.0"
"61",2017-02-22 13:00:00,"0.0"
"62",2017-02-22 14:00:00,"0.0"
"63",2017-02-22 15:00:00,"0.0"
"64",2017-02-22 16:00:00,"0.0"
"65",2017-02-22 17:00:00,"0.0"
"66",2017-02-22 18:00:00,"0.0"
"67",2017-02-22 19:00:00,"0.0"
"68",2017-02-22 20:00:00,"0.0"
"69",2017-02-22 21:00:00,"0.0"
"70",2017-02-22 22:00:00,"0.0"
"71",2017-02-22 23:00:00,"0.0"
"72",2017-02-23 00:00:00,"0.0"
"73",2017-02-23 01:00:00,"0.0"
"74",2017-02-23 02:00:00,"0.0"
"75",2017-02-23 03:00:00,"0.0"
"76",2017-02-23 04:00:00,"0.0"
"77",2017-02-23 05:00:00,"X"
"78",2017-02-23 06:00:00,"0.0"
"79",2017-02-23 07:00:00,"0.0"
"80",2017-02-23 08:00:00,"0.0"
"81",2017-02-23 09:00:00,"0.0"
"82",2017-02-23 10:00:00,"0.0"
"83",2017-02-23 11:00:00,"0.0"
"84",2017-02-23 12:00:00,"0.0"
"85",2017-02-23 13:00:00,"0.0"
"86",2017-02-23 14:00:00,"0.0"
"87",2017-02-23 15:00:00,"0.0"
"88",2017-02-23 16:00:00,"0.0"
"89",2017-02-23 17:00:00,"0.0"
"90",2017-02-23 18:00:00,"0.0"
"91",2017-02-23 19:00:00,"0.0"
"92",2017-02-23 20:00:00,"0.0"
"93",2017-02-23 21:00:00,"0.0"
"94",2017-02-23 22:00:00,"0.0"
"95",2017-02-23 23:00:00,"0.0"
"96",2017-02-24 00:00:00,"0.0"
"97",2017-02-24 01:00:00,"0.0"
"98",2017-02-24 02:00:00,"0.0"
"99",2017-02-24 03:00:00,"0.0"
"100",2017-02-24 04:00:00,"0.0"
"101",2017-02-24 05:00:00,"0.0"
"102",2017-02-24 06:00:00,"0.0"
"103",2017-02-24 07:00:00,"0.0"
"104",2017-02-24 08:00:00,"0.0"
"105",2017-02-24 09:00:00,"0.0"
"106",2017-02-24 10:00:00,"0.0"
"107",2017-02-24 11:00:00,"0.0"
"108",2017-02-24 12:00:00,"0.0"
"109",2017-02-24 13:00:00,"0.0"
"110",2017-02-24 14:00:00,"0.0"
"111",2017-02-24 15:00:00,"0.0"
"112",2017-02-24 16:00:00,"0.0"
"113",2017-02-24 17:00:00,"0.0"
"114",2017-02-24 18:00:00,"0.0"
"115",2017-02-24 19:00:00,"0.0"
"116",2017-02-24 20:00:00,"0.0"
"117",2017-02-24 21:00:00,"0.0"
"118",2017-02-24 22:00:00,"0.0"
"119",2017-02-24 23:00:00,"0.0"
"120",2017-02-25 00:00:00,"0.0"
"121",2017-02-25 01:00:00,"0.0"
"122",2017-02-25 02:00:00,"0.0"
"123",2017-02-25 03:00:00,"0.0"
"124",2017-02-25 04:00:00,"0.0"
"125",2017-02-25 05:00:00,"0.0"
"126",2017-02-25 06:00:00,"0.0"
"127",2017-02-25 07:00:00,"0.0"
"128",2017-02-25 08:00:00,"0.0"
"129",2017-02-25 09:00:00,"0.0"
"130",2017-02-25 10:00:00,"0.0"
"131",2017-02-25 11:00:00,"0.0"
"132",2017-02-25 12:00:00,"0.0"
"133",2017-02-25 13:00:00,"0.0"
"134",2017-02-25 14:00:00,"0.0"
"135",2017-02-25 15:00:00,"0.0"
"136",2017-02-25 16:00:00,"0.0"
"137",2017-02-25 17:00:00,"0.0"
"138",2017-02-25 18:00:00,"0.0"
"139",2017-02-25 19:00:00,"0.0"
"140",2017-02-25 20:00:00,"0.0"
"141",2017-02-25 21:00:00,"0.0"
"142",2017-02-25 22:00:00,"0.0"
"143",2017-02-25 23:00:00,"0.0"
"144",2017-02-26 00:00:00,"0.0"
"145",2017-02-26 01:00:00,"0.0"
"146",2017-02-26 02:00:00,"0.0"
"147",2017-02-26 03:00:00,"0.0"
"148",2017-02-26 04:00:00,"0.0"
"149",2017-02-26 05:00:00,"0.0"
"150",2017-02-26 06:00:00,"0.0"
"151",2017-02-26 07:00:00,"0.0"
"152",2017-02-26 08:00:00,"X"
"153",2017-02-26 09:00:00,"0.0"
"154",2017-02-26 10:00:00,"0.0"
"155",2017-02-26 11:00:00,"0.0"
"156",2017-02-26 12:00:00,"0.0"
"157",2017-02-26 13:00:00,"0.0"
"158",2017-02-26 14:00:00,"0.0"
"159",2017-02-26 15:00:00,"0.0"
"160",2017-02-26 16:00:00,"0.0"
"161",2017-02-26 17:00:00,"0.0"
"162",2017-02-26 18:00:00,"0.0"
"163",2017-02-26 19:00:00,"0.0"
"164",2017-02-26 20:00:00,"0.0"
"165",2017-02-26 21:00:00,"0.0"
"166",2017-02-26 22:00:00,"0.0"
"167",2017-02-26 23:00:00,"0.0"
"168",2017-02-27 00:00:00,"0.0"
"169",2017-02-27 01:00:00,"0.0"
"170",2017-02-27 02:00:00,"0.0"
"171",2017-02-27 03:00:00,"0.0"
"172",2017-02-27 04:00:00,"0.0"
"173",2017-02-27 05:00:00,"0.0"
"174",2017-02-27 06:00:00,"0.0"
"175",2017-02-27 07:00:00,"0.0"
"176",2017-02-27 08:00:00,"0.0"
"177",2017-02-27 09:00:00,"0.0"
"178",2017-02-27 10:00:00,"X"
"179",2017-02-27 11:00:00,"0.0"
"180",2017-02-27 12:00:00,"0.0"
"181",2017-02-27 13:00:00,"0.0"
"182",2017-02-27 14:00:00,"0.0"
"183",2017-02-27 15:00:00,"0.0"
"184",2017-02-27 16:00:00,"0.0"
"185",2017-02-27 17:00:00,"0.0"
"186",2017-02-27 18:00:00,"0.0"
"187",2017-02-27 19:00:00,"0.0"
"188",2017-02-27 20:00:00,"0.0"
"189",2017-02-27 21:00:00,"0.0"
"190",2017-02-27 22:00:00,"0.0"
"191",2017-02-27 23:00:00,"0.0"
"192",2017-02-28 00:00:00,"0.0"
"193",2017-02-28 01:00:00,"0.0"
"194",2017-02-28 02:00:00,"0.0"
"195",2017-02-28 03:00:00,"0.0"
"196",2017-02-28 04:00:00,"0.0"
"197",2017-02-28 05:00:00,"0.0"
"198",2017-02-28 06:00:00,"0.0"
"199",2017-02-28 07:00:00,"0.0"
"200",2017-02-28 08:00:00,"0.0"
"201",2017-02-28 09:00:00,"0.0"
"202",2017-02-28 10:00:00,"0.0"
"203",2017-02-28 11:00:00,"0.0"
"204",2017-02-28 12:00:00,"0.0"
"205",2017-02-28 13:00:00,"0.0"
"206",2017-02-28 14:00:00,"0.0"
"207",2017-02-28 15:00:00,"0.0"
"208",2017-02-28 16:00:00,"0.0"
"209",2017-02-28 17:00:00,"0.0"
"210",2017-02-28 18:00:00,"0.0"
"211",2017-02-28 19:00:00,"0.0"
"212",2017-02-28 20:00:00,"0.0"
"213",2017-02-28 21:00:00,"0.0"
"214",2017-02-28 22:00:00,"0.0"
"215",2017-02-28 23:00:00,"0.0"
"216",2017-03-01 00:00:00,"0.0"
"217",2017-03-01 01:00:00,"0.0"
"218",2017-03-01 02:00:00,"0.0"
"219",2017-03-01 03:00:00,"0.0"
"220",2017-03-01 04:00:00,"0.0"
"221",2017-03-01 05:00:00,"0.0"
"222",2017-03-01 06:00:00,"0.0"
"223",2017-03-01 07:00:00,"0.0"
"224",2017-03-01 08:00:00,"0.0"
"225",2017-03-01 09:00:00,"0.0"
"226",2017-03-01 10:00:00,"0.0"
"227",2017-03-01 11:00:00,"0.0"
"228",2017-03-01 12:00:00,"0.0"
"229",2017-03-01 13:00:00,"0.0"
"230",2017-03-01 14:00:00,"0.0"
"231",2017-03-01 15:00:00,"0.0"
"232",2017-03-01 16:00:00,"0.0"
"233",2017-03-01 17:00:00,"0.0"
"234",2017-03-01 18:00:00,"0.0"
"235",2017-03-01 19:00:00,"0.0"
"236",2017-03-01 20:00:00,"0.0"
"237",2017-03-01 21:00:00,"0.0"
"238",2017-03-01 22:00:00,"0.0"
"239",2017-03-01 23:00:00,"0.0"
"240",2017-03-02 00:00:00,"0.0"
"241",2017-03-02 01:00:00,"0.0"
"242",2017-03-02 02:00:00,"0.0"
"243",2017-03-02 03:00:00,"0.0"
"244",2017-03-02 04:00:00,"0.0"
"245",2017-03-02 05:00:00,"X"
"246",2017-03-02 06:00:00,"0.0"
"247",2017-03-02 07:00:00,"0.0"
"248",2017-03-02 08:00:00,"0.0"
"249",2017-03-02 09:00:00,"0.0"
"250",2017-03-02 10:00:00,"0.0"
"251",2017-03-02 11:00:00,"0.0"
"252",2017-03-02 12:00:00,"0.0"
"253",2017-03-02 13:00:00,"0.0"
"254",2017-03-02 14:00:00,"0.0"
"255",2017-03-02 15:00:00,"0.0"
"256",2017-03-02 16:00:00,"0.0"
"257",2017-03-02 17:00:00,"0.0"
"258",2017-03-02 18:00:00,"0.0"
"259",2017-03-02 19:00:00,"0.0"
"260",2017-03-02 20:00:00,"0.0"
"261",2017-03-02 21:00:00,"0.0"
"262",2017-03-02 22:00:00,"0.0"
"263",2017-03-02 23:00:00,"0.0"
"264",2017-03-03 00:00:00,"0.0"
"265",2017-03-03 01:00:00,"0.0"
"266",2017-03-03 02:00:00,"0.0"
"267",2017-03-03 03:00:00,"X"
"268",2017-03-03 04:00:00,"0.0"
"269",2017-03-03 05:00:00,"0.0"
"270",2017-03-03 06:00:00,"0.0"
"271",2017-03-03 07:00:00,"0.0"
"272",2017-03-03 08:00:00,"0.0"
"273",2017-03-03 09:00:00,"0.0"
"274",2017-03-03 10:00:00,"0.0"
"275",2017-03-03 11:00:00,"0.0"
"276",2017-03-03 12:00:00,"0.0"
"277",2017-03-03 13:00:00,"0.0"
"278",2017-03-03 14:00:00,"0.0"
"279",2017-03-03 15:00:00,"0.0"
"280",2017-03-03 16:00:00,"0.0"
"281",2017-03-03 17:00:00,"0.0"
