"","Hour","variable","value"
"335",23,"2017-01-30","84"
"336",24,"2017-01-30","84"
"337",1,"2017-01-31","83"
"338",2,"2017-01-31","83"
"339",3,"2017-01-31","84"
"340",4,"2017-01-31","82"
"341",5,"2017-01-31","82"
"342",6,"2017-01-31","82"
"343",7,"2017-01-31","81"
"344",8,"2017-01-31","79"
"345",9,"2017-01-31","75"
"346",10,"2017-01-31","70"
"347",11,"2017-01-31","67"
"348",12,"2017-01-31","63"
"349",13,"2017-01-31","63"
"350",14,"2017-01-31","63"
"351",15,"2017-01-31","62"
"352",16,"2017-01-31","69"
"353",17,"2017-01-31","73"
"354",18,"2017-01-31","78"
"355",19,"2017-01-31","80"
"356",20,"2017-01-31","80"
"357",21,"2017-01-31","80"
"358",22,"2017-01-31","80"
"359",23,"2017-01-31","81"
"360",24,"2017-01-31","82"
"361",1,"2017-02-01","83"
"362",2,"2017-02-01","84"
"363",3,"2017-02-01","85"
"364",4,"2017-02-01","85"
"365",5,"2017-02-01","84"
"366",6,"2017-02-01","X"
"367",7,"2017-02-01","83"
"368",8,"2017-02-01","83"
"369",9,"2017-02-01","81"
"370",10,"2017-02-01","80"
"371",11,"2017-02-01","76"
"372",12,"2017-02-01","73"
"373",13,"2017-02-01","72"
"374",14,"2017-02-01","66"
"375",15,"2017-02-01","68"
"376",16,"2017-02-01","72"
"377",17,"2017-02-01","75"
"378",18,"2017-02-01","78"
"379",19,"2017-02-01","79"
"380",20,"2017-02-01","80"
"381",21,"2017-02-01","80"
"382",22,"2017-02-01","80"
"383",23,"2017-02-01","82"
"384",24,"2017-02-01","82"
"385",1,"2017-02-02","82"
"386",2,"2017-02-02","83"
"387",3,"2017-02-02","82"
"388",4,"2017-02-02","84"
"389",5,"2017-02-02","81"
"390",6,"2017-02-02","83"
"391",7,"2017-02-02","82"
"392",8,"2017-02-02","78"
"393",9,"2017-02-02","73"
"394",10,"2017-02-02","68"
"395",11,"2017-02-02","66"
"396",12,"2017-02-02","65"
"397",13,"2017-02-02","63"
"398",14,"2017-02-02","65"
"399",15,"2017-02-02","68"
"400",16,"2017-02-02","69"
"401",17,"2017-02-02","72"
"402",18,"2017-02-02","75"
"403",19,"2017-02-02","76"
"404",20,"2017-02-02","76"
"405",21,"2017-02-02","76"
"406",22,"2017-02-02","76"
"407",23,"2017-02-02","78"
"408",24,"2017-02-02","79"
"409",1,"2017-02-03","82"
"410",2,"2017-02-03","84"
"411",3,"2017-02-03","84"
"412",4,"2017-02-03","83"
"413",5,"2017-02-03","82"
"414",6,"2017-02-03","83"
"415",7,"2017-02-03","82"
"416",8,"2017-02-03","81"
"417",9,"2017-02-03","78"
"418",10,"2017-02-03","70"
"419",11,"2017-02-03","64"
"420",12,"2017-02-03","61"
"421",13,"2017-02-03","67"
"422",14,"2017-02-03","64"
"423",15,"2017-02-03","65"
"424",16,"2017-02-03","70"
"425",17,"2017-02-03","76"
"426",18,"2017-02-03","81"
"427",19,"2017-02-03","86"
"428",20,"2017-02-03","89"
"429",21,"2017-02-03","89"
"430",22,"2017-02-03","90"
"431",23,"2017-02-03","91"
"432",24,"2017-02-03","91"
"433",1,"2017-02-04","91"
"434",2,"2017-02-04","91"
"435",3,"2017-02-04","93"
"436",4,"2017-02-04","92"
"437",5,"2017-02-04","93"
"438",6,"2017-02-04","93"
"439",7,"2017-02-04","94"
"440",8,"2017-02-04","93"
"441",9,"2017-02-04","90"
"442",10,"2017-02-04","84"
"443",11,"2017-02-04","79"
"444",12,"2017-02-04","72"
"445",13,"2017-02-04","70"
"446",14,"2017-02-04","77"
"447",15,"2017-02-04","78"
"448",16,"2017-02-04","77"
"449",17,"2017-02-04","79"
"450",18,"2017-02-04","84"
"451",19,"2017-02-04","89"
"452",20,"2017-02-04","88"
"453",21,"2017-02-04","89"
"454",22,"2017-02-04","89"
"455",23,"2017-02-04","90"
"456",24,"2017-02-04","91"
"457",1,"2017-02-05","92"
"458",2,"2017-02-05","94"
"459",3,"2017-02-05","94"
"460",4,"2017-02-05","95"
"461",5,"2017-02-05","96"
"462",6,"2017-02-05","96"
"463",7,"2017-02-05","95"
"464",8,"2017-02-05","93"
"465",9,"2017-02-05","89"
"466",10,"2017-02-05","84"
"467",11,"2017-02-05","72"
"468",12,"2017-02-05","66"
"469",13,"2017-02-05","55"
"470",14,"2017-02-05","69"
"471",15,"2017-02-05","77"
"472",16,"2017-02-05","78"
"473",17,"2017-02-05","83"
"474",18,"2017-02-05","86"
"475",19,"2017-02-05","86"
"476",20,"2017-02-05","84"
"477",21,"2017-02-05","82"
"478",22,"2017-02-05","81"
"479",23,"2017-02-05","83"
"480",24,"2017-02-05","82"
"481",1,"2017-02-06","82"
"482",2,"2017-02-06","82"
"483",3,"2017-02-06","82"
"484",4,"2017-02-06","80"
"485",5,"2017-02-06","80"
"486",6,"2017-02-06","79"
"487",7,"2017-02-06","77"
"488",8,"2017-02-06","70"
"489",9,"2017-02-06","64"
"490",10,"2017-02-06","59"
"491",11,"2017-02-06","56"
"492",12,"2017-02-06","56"
"493",13,"2017-02-06","53"
"494",14,"2017-02-06","54"
"495",15,"2017-02-06","54"
"496",16,"2017-02-06","60"
"497",17,"2017-02-06","63"
"498",18,"2017-02-06","67"
"499",19,"2017-02-06","68"
"500",20,"2017-02-06","68"
"501",21,"2017-02-06","67"
"502",22,"2017-02-06","68"
"503",23,"2017-02-06","68"
"504",24,"2017-02-06","68"
"505",1,"2017-02-07","68"
"506",2,"2017-02-07","67"
"507",3,"2017-02-07","69"
"508",4,"2017-02-07","70"
"509",5,"2017-02-07","69"
"510",6,"2017-02-07","70"
"511",7,"2017-02-07","72"
"512",8,"2017-02-07","69"
"513",9,"2017-02-07","62"
"514",10,"2017-02-07","58"
"515",11,"2017-02-07","56"
"516",12,"2017-02-07","55"
"517",13,"2017-02-07","54"
"518",14,"2017-02-07","54"
"519",15,"2017-02-07","54"
"520",16,"2017-02-07","58"
"521",17,"2017-02-07","63"
"522",18,"2017-02-07","68"
"523",19,"2017-02-07","72"
"524",20,"2017-02-07","75"
"525",21,"2017-02-07","78"
"526",22,"2017-02-07","79"
"527",23,"2017-02-07","84"
"528",24,"2017-02-07","85"
"529",1,"2017-02-08","84"
"530",2,"2017-02-08","85"
"531",3,"2017-02-08","88"
"532",4,"2017-02-08","89"
"533",5,"2017-02-08","88"
"534",6,"2017-02-08","86"
"535",7,"2017-02-08","85"
"536",8,"2017-02-08","85"
"537",9,"2017-02-08","90"
"538",10,"2017-02-08","91"
"539",11,"2017-02-08","86"
"540",12,"2017-02-08","81"
"541",13,"2017-02-08","82"
"542",14,"2017-02-08","84"
"543",15,"2017-02-08","85"
"544",16,"2017-02-08","82"
"545",17,"2017-02-08","83"
"546",18,"2017-02-08","85"
"547",19,"2017-02-08","89"
"548",20,"2017-02-08","92"
"549",21,"2017-02-08","94"
"550",22,"2017-02-08","94"
"551",23,"2017-02-08","93"
"552",24,"2017-02-08","92"
"553",1,"2017-02-09","93"
"554",2,"2017-02-09","93"
"555",3,"2017-02-09","92"
"556",4,"2017-02-09","92"
"557",5,"2017-02-09","93"
"558",6,"2017-02-09","92"
"559",7,"2017-02-09","90"
"560",8,"2017-02-09","86"
"561",9,"2017-02-09","85"
"562",10,"2017-02-09","80"
"563",11,"2017-02-09","74"
"564",12,"2017-02-09","73"
"565",13,"2017-02-09","70"
"566",14,"2017-02-09","70"
"567",15,"2017-02-09","69"
"568",16,"2017-02-09","69"
"569",17,"2017-02-09","67"
"570",18,"2017-02-09","67"
"571",19,"2017-02-09","69"
"572",20,"2017-02-09","68"
"573",21,"2017-02-09","67"
"574",22,"2017-02-09","65"
"575",23,"2017-02-09","66"
"576",24,"2017-02-09","67"
"577",1,"2017-02-10","70"
"578",2,"2017-02-10","69"
"579",3,"2017-02-10","67"
"580",4,"2017-02-10","65"
"581",5,"2017-02-10","66"
"582",6,"2017-02-10","65"
"583",7,"2017-02-10","64"
"584",8,"2017-02-10","64"
"585",9,"2017-02-10","61"
"586",10,"2017-02-10","58"
"587",11,"2017-02-10","57"
"588",12,"2017-02-10","57"
"589",13,"2017-02-10","58"
"590",14,"2017-02-10","58"
"591",15,"2017-02-10","58"
"592",16,"2017-02-10","59"
"593",17,"2017-02-10","58"
"594",18,"2017-02-10","60"
"595",19,"2017-02-10","61"
"596",20,"2017-02-10","63"
"597",21,"2017-02-10","63"
"598",22,"2017-02-10","62"
"599",23,"2017-02-10","60"
"600",24,"2017-02-10","60"
"601",1,"2017-02-11","60"
"602",2,"2017-02-11","61"
"603",3,"2017-02-11","60"
"604",4,"2017-02-11","60"
"605",5,"2017-02-11","60"
"606",6,"2017-02-11","59"
"607",7,"2017-02-11","58"
"608",8,"2017-02-11","59"
"609",9,"2017-02-11","57"
"610",10,"2017-02-11","57"
"611",11,"2017-02-11","55"
"612",12,"2017-02-11","54"
"613",13,"2017-02-11","53"
"614",14,"2017-02-11","53"
"615",15,"2017-02-11","53"
"616",16,"2017-02-11","55"
"617",17,"2017-02-11","58"
"618",18,"2017-02-11","63"
"619",19,"2017-02-11","65"
"620",20,"2017-02-11","64"
"621",21,"2017-02-11","65"
"622",22,"2017-02-11","63"
"623",23,"2017-02-11","63"
"624",24,"2017-02-11","63"
