"","Hour","variable","value"
"1",1,"2017-01-17","14.3"
"2",2,"2017-01-17","14.6"
"3",3,"2017-01-17","14.7"
"4",4,"2017-01-17","14.8"
"5",5,"2017-01-17","14.9"
"6",6,"2017-01-17","15.1"
"7",7,"2017-01-17","15.2"
"8",8,"2017-01-17","15.6"
"9",9,"2017-01-17","16.3"
"10",10,"2017-01-17","18.5"
"11",11,"2017-01-17","19.7"
"12",12,"2017-01-17","19.9"
"13",13,"2017-01-17","19.9"
"14",14,"2017-01-17","20.1"
"15",15,"2017-01-17","19.9"
"16",16,"2017-01-17","20.3"
"17",17,"2017-01-17","18.9"
"18",18,"2017-01-17","18.2"
"19",19,"2017-01-17","18.2"
"20",20,"2017-01-17","17.9"
"21",21,"2017-01-17","18.0"
"22",22,"2017-01-17","17.7"
"23",23,"2017-01-17","17.2"
"24",24,"2017-01-17","17.1"
"25",1,"2017-01-18","17.0"
"26",2,"2017-01-18","16.6"
"27",3,"2017-01-18","16.5"
"28",4,"2017-01-18","16.5"
"29",5,"2017-01-18","16.4"
"30",6,"2017-01-18","16.1"
"31",7,"2017-01-18","15.4"
"32",8,"2017-01-18","19.8"
"33",9,"2017-01-18","22.7"
"34",10,"2017-01-18","25.1"
"35",11,"2017-01-18","24.9"
"36",12,"2017-01-18","23.8"
"37",13,"2017-01-18","23.2"
"38",14,"2017-01-18","23.9"
"39",15,"2017-01-18","22.9"
"40",16,"2017-01-18","22.6"
"41",17,"2017-01-18","21.9"
"42",18,"2017-01-18","20.6"
"43",19,"2017-01-18","19.4"
"44",20,"2017-01-18","19.8"
"45",21,"2017-01-18","20.3"
"46",22,"2017-01-18","20.2"
"47",23,"2017-01-18","19.5"
"48",24,"2017-01-18","19.2"
"49",1,"2017-01-19","17.7"
"50",2,"2017-01-19","17.1"
"51",3,"2017-01-19","20.2"
"52",4,"2017-01-19","18.7"
"53",5,"2017-01-19","17.8"
"54",6,"2017-01-19","18.4"
"55",7,"2017-01-19","20.9"
"56",8,"2017-01-19","20.1"
"57",9,"2017-01-19","20.7"
"58",10,"2017-01-19","22.4"
"59",11,"2017-01-19","24.1"
"60",12,"2017-01-19","22.6"
"61",13,"2017-01-19","24.6"
"62",14,"2017-01-19","24.3"
"63",15,"2017-01-19","23.1"
"64",16,"2017-01-19","21.3"
"65",17,"2017-01-19","21.2"
"66",18,"2017-01-19","20.8"
"67",19,"2017-01-19","20.3"
"68",20,"2017-01-19","19.6"
"69",21,"2017-01-19","19.8"
"70",22,"2017-01-19","19.6"
"71",23,"2017-01-19","19.5"
"72",24,"2017-01-19","19.0"
"73",1,"2017-01-20","18.8"
"74",2,"2017-01-20","19.3"
"75",3,"2017-01-20","18.4"
"76",4,"2017-01-20","17.9"
"77",5,"2017-01-20","17.2"
"78",6,"2017-01-20","17.1"
"79",7,"2017-01-20","16.8"
"80",8,"2017-01-20","16.5"
"81",9,"2017-01-20","16.4"
"82",10,"2017-01-20","16.2"
"83",11,"2017-01-20","15.7"
"84",12,"2017-01-20","15.2"
"85",13,"2017-01-20","14.8"
"86",14,"2017-01-20","14.1"
"87",15,"2017-01-20","13.4"
"88",16,"2017-01-20","12.7"
"89",17,"2017-01-20","12.7"
"90",18,"2017-01-20","12.9"
"91",19,"2017-01-20","12.8"
"92",20,"2017-01-20","12.2"
"93",21,"2017-01-20","11.9"
"94",22,"2017-01-20","11.9"
"95",23,"2017-01-20","12.0"
"96",24,"2017-01-20","12.4"
"97",1,"2017-01-21","11.9"
"98",2,"2017-01-21","12.1"
"99",3,"2017-01-21","12.0"
"100",4,"2017-01-21","12.0"
"101",5,"2017-01-21","11.9"
"102",6,"2017-01-21","12.0"
"103",7,"2017-01-21","12.1"
"104",8,"2017-01-21","12.6"
"105",9,"2017-01-21","13.3"
"106",10,"2017-01-21","14.1"
"107",11,"2017-01-21","15.6"
"108",12,"2017-01-21","17.5"
"109",13,"2017-01-21","17.4"
"110",14,"2017-01-21","16.6"
"111",15,"2017-01-21","16.2"
"112",16,"2017-01-21","15.5"
"113",17,"2017-01-21","15.2"
"114",18,"2017-01-21","15.0"
"115",19,"2017-01-21","14.2"
"116",20,"2017-01-21","13.8"
"117",21,"2017-01-21","13.4"
"118",22,"2017-01-21","13.1"
"119",23,"2017-01-21","13.6"
"120",24,"2017-01-21","14.1"
"121",1,"2017-01-22","14.0"
"122",2,"2017-01-22","14.3"
"123",3,"2017-01-22","15.4"
"124",4,"2017-01-22","15.3"
"125",5,"2017-01-22","14.9"
"126",6,"2017-01-22","14.8"
"127",7,"2017-01-22","14.7"
"128",8,"2017-01-22","14.7"
"129",9,"2017-01-22","15.7"
