"","time","Tem"
"76",2017-02-23 04:00:00,"21.3"
"77",2017-02-23 05:00:00,"21.3"
"78",2017-02-23 06:00:00,"20.5"
"79",2017-02-23 07:00:00,"20.8"
"80",2017-02-23 08:00:00,"23.2"
"81",2017-02-23 09:00:00,"25.3"
"82",2017-02-23 10:00:00,"26.9"
"83",2017-02-23 11:00:00,"26.5"
"84",2017-02-23 12:00:00,"28.0"
"85",2017-02-23 13:00:00,"28.6"
"86",2017-02-23 14:00:00,"29.4"
"87",2017-02-23 15:00:00,"27.5"
"88",2017-02-23 16:00:00,"24.2"
"89",2017-02-23 17:00:00,"23.0"
"90",2017-02-23 18:00:00,"20.5"
"91",2017-02-23 19:00:00,"18.2"
"92",2017-02-23 20:00:00,"17.1"
"93",2017-02-23 21:00:00,"16.2"
"94",2017-02-23 22:00:00,"15.6"
"95",2017-02-23 23:00:00,"14.9"
"96",2017-02-24 00:00:00,"14.9"
"97",2017-02-24 01:00:00,"14.7"
"98",2017-02-24 02:00:00,"15.0"
"99",2017-02-24 03:00:00,"14.4"
"100",2017-02-24 04:00:00,"13.8"
"101",2017-02-24 05:00:00,"13.6"
"102",2017-02-24 06:00:00,"13.6"
"103",2017-02-24 07:00:00,"14.1"
"104",2017-02-24 08:00:00,"15.1"
"105",2017-02-24 09:00:00,"16.2"
"106",2017-02-24 10:00:00,"17.0"
"107",2017-02-24 11:00:00,"18.1"
"108",2017-02-24 12:00:00,"18.0"
"109",2017-02-24 13:00:00,"18.7"
"110",2017-02-24 14:00:00,"19.1"
"111",2017-02-24 15:00:00,"19.6"
"112",2017-02-24 16:00:00,"17.7"
"113",2017-02-24 17:00:00,"17.7"
"114",2017-02-24 18:00:00,"15.4"
"115",2017-02-24 19:00:00,"15.1"
"116",2017-02-24 20:00:00,"14.4"
"117",2017-02-24 21:00:00,"15.4"
"118",2017-02-24 22:00:00,"14.6"
"119",2017-02-24 23:00:00,"14.2"
"120",2017-02-25 00:00:00,"13.6"
"121",2017-02-25 01:00:00,"13.8"
"122",2017-02-25 02:00:00,"14.1"
"123",2017-02-25 03:00:00,"X"
"124",2017-02-25 04:00:00,"13.8"
"125",2017-02-25 05:00:00,"13.7"
"126",2017-02-25 06:00:00,"13.4"
"127",2017-02-25 07:00:00,"13.7"
"128",2017-02-25 08:00:00,"14.3"
"129",2017-02-25 09:00:00,"15.8"
"130",2017-02-25 10:00:00,"18.1"
"131",2017-02-25 11:00:00,"21.7"
"132",2017-02-25 12:00:00,"22.4"
"133",2017-02-25 13:00:00,"21.6"
"134",2017-02-25 14:00:00,"24.0"
"135",2017-02-25 15:00:00,"23.5"
"136",2017-02-25 16:00:00,"21.2"
"137",2017-02-25 17:00:00,"19.3"
"138",2017-02-25 18:00:00,"17.8"
"139",2017-02-25 19:00:00,"16.7"
"140",2017-02-25 20:00:00,"16.6"
"141",2017-02-25 21:00:00,"16.3"
"142",2017-02-25 22:00:00,"16.3"
"143",2017-02-25 23:00:00,"15.6"
"144",2017-02-26 00:00:00,"15.0"
"145",2017-02-26 01:00:00,"14.8"
"146",2017-02-26 02:00:00,"15.7"
"147",2017-02-26 03:00:00,"15.7"
"148",2017-02-26 04:00:00,"15.3"
"149",2017-02-26 05:00:00,"14.1"
"150",2017-02-26 06:00:00,"15.3"
"151",2017-02-26 07:00:00,"14.8"
"152",2017-02-26 08:00:00,"14.9"
"153",2017-02-26 09:00:00,"17.0"
"154",2017-02-26 10:00:00,"18.3"
"155",2017-02-26 11:00:00,"20.6"
"156",2017-02-26 12:00:00,"21.7"
"157",2017-02-26 13:00:00,"22.5"
"158",2017-02-26 14:00:00,"22.7"
"159",2017-02-26 15:00:00,"23.5"
"160",2017-02-26 16:00:00,"21.9"
"161",2017-02-26 17:00:00,"19.2"
"162",2017-02-26 18:00:00,"16.2"
"163",2017-02-26 19:00:00,"14.9"
"164",2017-02-26 20:00:00,"14.4"
"165",2017-02-26 21:00:00,"13.6"
"166",2017-02-26 22:00:00,"13.4"
"167",2017-02-26 23:00:00,"13.1"
"168",2017-02-27 00:00:00,"13.4"
"169",2017-02-27 01:00:00,"13.4"
"170",2017-02-27 02:00:00,"12.9"
"171",2017-02-27 03:00:00,"12.7"
"172",2017-02-27 04:00:00,"X"
"173",2017-02-27 05:00:00,"13.6"
"174",2017-02-27 06:00:00,"14.0"
"175",2017-02-27 07:00:00,"14.0"
"176",2017-02-27 08:00:00,"16.0"
"177",2017-02-27 09:00:00,"20.9"
"178",2017-02-27 10:00:00,"21.7"
"179",2017-02-27 11:00:00,"21.3"
"180",2017-02-27 12:00:00,"22.4"
"181",2017-02-27 13:00:00,"23.0"
"182",2017-02-27 14:00:00,"22.5"
"183",2017-02-27 15:00:00,"22.6"
"184",2017-02-27 16:00:00,"22.3"
"185",2017-02-27 17:00:00,"20.8"
"186",2017-02-27 18:00:00,"19.0"
"187",2017-02-27 19:00:00,"17.3"
"188",2017-02-27 20:00:00,"16.4"
"189",2017-02-27 21:00:00,"15.5"
"190",2017-02-27 22:00:00,"14.7"
"191",2017-02-27 23:00:00,"X"
"192",2017-02-28 00:00:00,"14.2"
"193",2017-02-28 01:00:00,"14.0"
"194",2017-02-28 02:00:00,"13.8"
"195",2017-02-28 03:00:00,"13.0"
"196",2017-02-28 04:00:00,"13.4"
"197",2017-02-28 05:00:00,"14.6"
"198",2017-02-28 06:00:00,"13.8"
"199",2017-02-28 07:00:00,"14.0"
"200",2017-02-28 08:00:00,"16.8"
"201",2017-02-28 09:00:00,"19.0"
"202",2017-02-28 10:00:00,"22.7"
"203",2017-02-28 11:00:00,"24.8"
"204",2017-02-28 12:00:00,"23.8"
"205",2017-02-28 13:00:00,"23.9"
"206",2017-02-28 14:00:00,"24.3"
"207",2017-02-28 15:00:00,"24.8"
"208",2017-02-28 16:00:00,"23.0"
"209",2017-02-28 17:00:00,"22.5"
"210",2017-02-28 18:00:00,"21.1"
"211",2017-02-28 19:00:00,"20.3"
"212",2017-02-28 20:00:00,"18.1"
"213",2017-02-28 21:00:00,"17.7"
"214",2017-02-28 22:00:00,"17.1"
"215",2017-02-28 23:00:00,"15.8"
"216",2017-03-01 00:00:00,"15.7"
"217",2017-03-01 01:00:00,"15.3"
"218",2017-03-01 02:00:00,"14.8"
"219",2017-03-01 03:00:00,"14.2"
"220",2017-03-01 04:00:00,"14.1"
"221",2017-03-01 05:00:00,"14.2"
"222",2017-03-01 06:00:00,"13.8"
"223",2017-03-01 07:00:00,"13.9"
"224",2017-03-01 08:00:00,"15.9"
"225",2017-03-01 09:00:00,"18.6"
"226",2017-03-01 10:00:00,"21.2"
"227",2017-03-01 11:00:00,"23.7"
"228",2017-03-01 12:00:00,"25.4"
"229",2017-03-01 13:00:00,"24.6"
"230",2017-03-01 14:00:00,"24.2"
"231",2017-03-01 15:00:00,"24.6"
"232",2017-03-01 16:00:00,"23.3"
"233",2017-03-01 17:00:00,"22.4"
"234",2017-03-01 18:00:00,"19.8"
"235",2017-03-01 19:00:00,"18.3"
"236",2017-03-01 20:00:00,"17.1"
"237",2017-03-01 21:00:00,"16.0"
"238",2017-03-01 22:00:00,"15.2"
"239",2017-03-01 23:00:00,"14.5"
"240",2017-03-02 00:00:00,"14.2"
"241",2017-03-02 01:00:00,"14.2"
"242",2017-03-02 02:00:00,"14.0"
"243",2017-03-02 03:00:00,"13.5"
"244",2017-03-02 04:00:00,"X"
"245",2017-03-02 05:00:00,"12.7"
"246",2017-03-02 06:00:00,"12.7"
"247",2017-03-02 07:00:00,"13.4"
"248",2017-03-02 08:00:00,"15.3"
"249",2017-03-02 09:00:00,"17.9"
"250",2017-03-02 10:00:00,"20.4"
"251",2017-03-02 11:00:00,"22.1"
"252",2017-03-02 12:00:00,"23.5"
"253",2017-03-02 13:00:00,"24.4"
"254",2017-03-02 14:00:00,"25.1"
"255",2017-03-02 15:00:00,"24.1"
"256",2017-03-02 16:00:00,"23.1"
"257",2017-03-02 17:00:00,"21.5"
"258",2017-03-02 18:00:00,"19.4"
"259",2017-03-02 19:00:00,"17.6"
"260",2017-03-02 20:00:00,"16.9"
"261",2017-03-02 21:00:00,"15.8"
"262",2017-03-02 22:00:00,"14.6"
"263",2017-03-02 23:00:00,"13.7"
"264",2017-03-03 00:00:00,"12.9"
"265",2017-03-03 01:00:00,"12.5"
"266",2017-03-03 02:00:00,"12.2"
"267",2017-03-03 03:00:00,"12.0"
"268",2017-03-03 04:00:00,"12.0"
"269",2017-03-03 05:00:00,"12.2"
"270",2017-03-03 06:00:00,"11.5"
"271",2017-03-03 07:00:00,"12.2"
"272",2017-03-03 08:00:00,"13.8"
"273",2017-03-03 09:00:00,"17.4"
"274",2017-03-03 10:00:00,"19.4"
"275",2017-03-03 11:00:00,"21.6"
"276",2017-03-03 12:00:00,"21.7"
"277",2017-03-03 13:00:00,"23.7"
"278",2017-03-03 14:00:00,"24.3"
"279",2017-03-03 15:00:00,"24.8"
"280",2017-03-03 16:00:00,"24.3"
"281",2017-03-03 17:00:00,"21.9"
"282",2017-03-03 18:00:00,"20.3"
"283",2017-03-03 19:00:00,"18.9"
"284",2017-03-03 20:00:00,"17.9"
"285",2017-03-03 21:00:00,"18.1"
"286",2017-03-03 22:00:00,"18.0"
"287",2017-03-03 23:00:00,"17.7"
"288",2017-03-04 00:00:00,"17.4"
"289",2017-03-04 01:00:00,"17.3"
"290",2017-03-04 02:00:00,"17.4"
"291",2017-03-04 03:00:00,"17.2"
"292",2017-03-04 04:00:00,"16.7"
"293",2017-03-04 05:00:00,"16.1"
"294",2017-03-04 06:00:00,"15.4"
"295",2017-03-04 07:00:00,"15.5"
"296",2017-03-04 08:00:00,"17.7"
"297",2017-03-04 09:00:00,"20.8"
"298",2017-03-04 10:00:00,"23.7"
"299",2017-03-04 11:00:00,"25.6"
"300",2017-03-04 12:00:00,"26.8"
"301",2017-03-04 13:00:00,"26.2"
"302",2017-03-04 14:00:00,"26.9"
"303",2017-03-04 15:00:00,"27.0"
"304",2017-03-04 16:00:00,"25.5"
"305",2017-03-04 17:00:00,"23.9"
"306",2017-03-04 18:00:00,"22.0"
"307",2017-03-04 19:00:00,"21.2"
"308",2017-03-04 20:00:00,"20.0"
"309",2017-03-04 21:00:00,"18.5"
"310",2017-03-04 22:00:00,"17.5"
"311",2017-03-04 23:00:00,"X"
"312",2017-03-05 00:00:00,"17.0"
"313",2017-03-05 01:00:00,"17.4"
"314",2017-03-05 02:00:00,"17.2"
"315",2017-03-05 03:00:00,"17.3"
"316",2017-03-05 04:00:00,"17.2"
"317",2017-03-05 05:00:00,"17.1"
"318",2017-03-05 06:00:00,"16.9"
"319",2017-03-05 07:00:00,"17.3"
"320",2017-03-05 08:00:00,"20.3"
"321",2017-03-05 09:00:00,"22.9"
"322",2017-03-05 10:00:00,"26.0"
"323",2017-03-05 11:00:00,"26.5"
"324",2017-03-05 12:00:00,"28.9"
"325",2017-03-05 13:00:00,"30.3"
"326",2017-03-05 14:00:00,"28.3"
"327",2017-03-05 15:00:00,"29.9"
"328",2017-03-05 16:00:00,"28.5"
"329",2017-03-05 17:00:00,"27.0"
"330",2017-03-05 18:00:00,"24.5"
"331",2017-03-05 19:00:00,"23.6"
"332",2017-03-05 20:00:00,"21.9"
"333",2017-03-05 21:00:00,"21.5"
"334",2017-03-05 22:00:00,"19.6"
"335",2017-03-05 23:00:00,"19.4"
"336",2017-03-06 00:00:00,"19.1"
"337",2017-03-06 01:00:00,"19.5"
"338",2017-03-06 02:00:00,"19.2"
"339",2017-03-06 03:00:00,"19.6"
"340",2017-03-06 04:00:00,"19.5"
"341",2017-03-06 05:00:00,"X"
"342",2017-03-06 06:00:00,"19.0"
"343",2017-03-06 07:00:00,"18.7"
"344",2017-03-06 08:00:00,"21.1"
"345",2017-03-06 09:00:00,"23.9"
"346",2017-03-06 10:00:00,"24.2"
"347",2017-03-06 11:00:00,"26.1"
"348",2017-03-06 12:00:00,"25.6"
"349",2017-03-06 13:00:00,"25.5"
"350",2017-03-06 14:00:00,"25.0"
"351",2017-03-06 15:00:00,"24.9"
"352",2017-03-06 16:00:00,"23.1"
"353",2017-03-06 17:00:00,"21.9"
"354",2017-03-06 18:00:00,"19.7"
"355",2017-03-06 19:00:00,"18.5"
"356",2017-03-06 20:00:00,"17.4"
"357",2017-03-06 21:00:00,"16.7"
"358",2017-03-06 22:00:00,"16.3"
"359",2017-03-06 23:00:00,"16.2"
"360",2017-03-07 00:00:00,"15.9"
"361",2017-03-07 01:00:00,"15.8"
"362",2017-03-07 02:00:00,"15.4"
"363",2017-03-07 03:00:00,"15.3"
"364",2017-03-07 04:00:00,"15.5"
"365",2017-03-07 05:00:00,"15.3"
"366",2017-03-07 06:00:00,"15.1"
"367",2017-03-07 07:00:00,"15.6"
"368",2017-03-07 08:00:00,"16.2"
"369",2017-03-07 09:00:00,"16.9"
"370",2017-03-07 10:00:00,"X"
"371",2017-03-07 11:00:00,"20.4"
"372",2017-03-07 12:00:00,"19.9"
"373",2017-03-07 13:00:00,"18.6"
"374",2017-03-07 14:00:00,"17.3"
"375",2017-03-07 15:00:00,"X"
"376",2017-03-07 16:00:00,"16.7"
"377",2017-03-07 17:00:00,"17.2"
"378",2017-03-07 18:00:00,"16.8"
"379",2017-03-07 19:00:00,"16.0"
"380",2017-03-07 20:00:00,"15.8"
"381",2017-03-07 21:00:00,"15.6"
"382",2017-03-07 22:00:00,"15.4"
"383",2017-03-07 23:00:00,"15.1"
"384",2017-03-08 00:00:00,"15.0"
