"","time","Hum"
"1",2017-03-14 01:00:00,"92"
"2",2017-03-14 02:00:00,"93"
"3",2017-03-14 03:00:00,"X"
"4",2017-03-14 04:00:00,"93"
"5",2017-03-14 05:00:00,"93"
"6",2017-03-14 06:00:00,"92"
"7",2017-03-14 07:00:00,"91"
"8",2017-03-14 08:00:00,"87"
"9",2017-03-14 09:00:00,"90"
"10",2017-03-14 10:00:00,"88"
"11",2017-03-14 11:00:00,"81"
"12",2017-03-14 12:00:00,"67"
"13",2017-03-14 13:00:00,"64"
"14",2017-03-14 14:00:00,"60"
"15",2017-03-14 15:00:00,"58"
"16",2017-03-14 16:00:00,"64"
"17",2017-03-14 17:00:00,"65"
"18",2017-03-14 18:00:00,"73"
"19",2017-03-14 19:00:00,"72"
"20",2017-03-14 20:00:00,"73"
"21",2017-03-14 21:00:00,"75"
"22",2017-03-14 22:00:00,"76"
"23",2017-03-14 23:00:00,"77"
"24",2017-03-15 00:00:00,"78"
"25",2017-03-15 01:00:00,"79"
"26",2017-03-15 02:00:00,"80"
"27",2017-03-15 03:00:00,"82"
"28",2017-03-15 04:00:00,"83"
"29",2017-03-15 05:00:00,"83"
"30",2017-03-15 06:00:00,"84"
"31",2017-03-15 07:00:00,"83"
"32",2017-03-15 08:00:00,"82"
"33",2017-03-15 09:00:00,"82"
"34",2017-03-15 10:00:00,"80"
"35",2017-03-15 11:00:00,"70"
"36",2017-03-15 12:00:00,"68"
"37",2017-03-15 13:00:00,"67"
"38",2017-03-15 14:00:00,"63"
"39",2017-03-15 15:00:00,"58"
"40",2017-03-15 16:00:00,"66"
"41",2017-03-15 17:00:00,"65"
"42",2017-03-15 18:00:00,"66"
"43",2017-03-15 19:00:00,"73"
"44",2017-03-15 20:00:00,"75"
"45",2017-03-15 21:00:00,"77"
"46",2017-03-15 22:00:00,"79"
"47",2017-03-15 23:00:00,"84"
"48",2017-03-16 00:00:00,"83"
"49",2017-03-16 01:00:00,"83"
"50",2017-03-16 02:00:00,"85"
"51",2017-03-16 03:00:00,"86"
"52",2017-03-16 04:00:00,"84"
"53",2017-03-16 05:00:00,"X"
"54",2017-03-16 06:00:00,"96"
"55",2017-03-16 07:00:00,"91"
"56",2017-03-16 08:00:00,"86"
"57",2017-03-16 09:00:00,"81"
"58",2017-03-16 10:00:00,"69"
"59",2017-03-16 11:00:00,"55"
"60",2017-03-16 12:00:00,"65"
"61",2017-03-16 13:00:00,"63"
"62",2017-03-16 14:00:00,"66"
"63",2017-03-16 15:00:00,"66"
"64",2017-03-16 16:00:00,"X"
"65",2017-03-16 17:00:00,"75"
"66",2017-03-16 18:00:00,"80"
"67",2017-03-16 19:00:00,"81"
"68",2017-03-16 20:00:00,"84"
"69",2017-03-16 21:00:00,"86"
"70",2017-03-16 22:00:00,"87"
"71",2017-03-16 23:00:00,"87"
"72",2017-03-17 00:00:00,"89"
"73",2017-03-17 01:00:00,"89"
"74",2017-03-17 02:00:00,"90"
"75",2017-03-17 03:00:00,"91"
"76",2017-03-17 04:00:00,"95"
"77",2017-03-17 05:00:00,"98"
"78",2017-03-17 06:00:00,"100"
"79",2017-03-17 07:00:00,"99"
"80",2017-03-17 08:00:00,"92"
"81",2017-03-17 09:00:00,"81"
"82",2017-03-17 10:00:00,"74"
"83",2017-03-17 11:00:00,"67"
"84",2017-03-17 12:00:00,"63"
"85",2017-03-17 13:00:00,"61"
"86",2017-03-17 14:00:00,"63"
"87",2017-03-17 15:00:00,"62"
"88",2017-03-17 16:00:00,"64"
"89",2017-03-17 17:00:00,"68"
"90",2017-03-17 18:00:00,"75"
"91",2017-03-17 19:00:00,"78"
"92",2017-03-17 20:00:00,"83"
"93",2017-03-17 21:00:00,"87"
"94",2017-03-17 22:00:00,"89"
"95",2017-03-17 23:00:00,"90"
"96",2017-03-18 00:00:00,"91"
"97",2017-03-18 01:00:00,"93"
"98",2017-03-18 02:00:00,"90"
"99",2017-03-18 03:00:00,"94"
"100",2017-03-18 04:00:00,"97"
"101",2017-03-18 05:00:00,"98"
"102",2017-03-18 06:00:00,"99"
"103",2017-03-18 07:00:00,"99"
"104",2017-03-18 08:00:00,"96"
