"","Hour","variable","value"
"1",1,"2016-10-01",""
"2",2,"2016-10-01",""
"3",3,"2016-10-01",""
"4",4,"2016-10-01",""
"5",5,"2016-10-01",""
"6",6,"2016-10-01",""
"7",7,"2016-10-01",""
"8",8,"2016-10-01",""
"9",9,"2016-10-01",""
"10",10,"2016-10-01",""
"11",11,"2016-10-01",""
"12",12,"2016-10-01",""
"13",13,"2016-10-01",""
"14",14,"2016-10-01",""
"15",15,"2016-10-01",""
"16",16,"2016-10-01",""
"17",17,"2016-10-01",""
"18",18,"2016-10-01",""
"19",19,"2016-10-01",""
"20",20,"2016-10-01",""
"21",21,"2016-10-01",""
"22",22,"2016-10-01",""
"23",23,"2016-10-01",""
"24",24,"2016-10-01",""
"25",1,"2016-10-02",""
"26",2,"2016-10-02",""
"27",3,"2016-10-02",""
"28",4,"2016-10-02",""
"29",5,"2016-10-02",""
"30",6,"2016-10-02",""
"31",7,"2016-10-02",""
"32",8,"2016-10-02",""
"33",9,"2016-10-02",""
"34",10,"2016-10-02",""
"35",11,"2016-10-02",""
"36",12,"2016-10-02",""
"37",13,"2016-10-02",""
"38",14,"2016-10-02",""
"39",15,"2016-10-02",""
"40",16,"2016-10-02",""
"41",17,"2016-10-02",""
"42",18,"2016-10-02",""
"43",19,"2016-10-02",""
"44",20,"2016-10-02",""
"45",21,"2016-10-02",""
"46",22,"2016-10-02",""
"47",23,"2016-10-02",""
"48",24,"2016-10-02",""
"49",1,"2016-10-03",""
"50",2,"2016-10-03",""
"51",3,"2016-10-03",""
"52",4,"2016-10-03",""
"53",5,"2016-10-03",""
"54",6,"2016-10-03",""
"55",7,"2016-10-03",""
"56",8,"2016-10-03",""
"57",9,"2016-10-03",""
"58",10,"2016-10-03",""
"59",11,"2016-10-03",""
"60",12,"2016-10-03",""
"61",13,"2016-10-03",""
"62",14,"2016-10-03",""
"63",15,"2016-10-03",""
"64",16,"2016-10-03",""
"65",17,"2016-10-03",""
"66",18,"2016-10-03",""
"67",19,"2016-10-03",""
"68",20,"2016-10-03",""
"69",21,"2016-10-03",""
"70",22,"2016-10-03",""
"71",23,"2016-10-03",""
"72",24,"2016-10-03",""
"73",1,"2016-10-04",""
"74",2,"2016-10-04",""
"75",3,"2016-10-04",""
"76",4,"2016-10-04",""
"77",5,"2016-10-04",""
"78",6,"2016-10-04",""
"79",7,"2016-10-04",""
"80",8,"2016-10-04",""
"81",9,"2016-10-04",""
"82",10,"2016-10-04",""
"83",11,"2016-10-04",""
"84",12,"2016-10-04",""
"85",13,"2016-10-04",""
"86",14,"2016-10-04",""
"87",15,"2016-10-04",""
"88",16,"2016-10-04",""
"89",17,"2016-10-04",""
"90",18,"2016-10-04",""
"91",19,"2016-10-04",""
"92",20,"2016-10-04",""
"93",21,"2016-10-04",""
"94",22,"2016-10-04",""
"95",23,"2016-10-04",""
"96",24,"2016-10-04",""
"97",1,"2016-10-05",""
"98",2,"2016-10-05",""
"99",3,"2016-10-05",""
"100",4,"2016-10-05",""
"101",5,"2016-10-05",""
"102",6,"2016-10-05",""
"103",7,"2016-10-05",""
"104",8,"2016-10-05",""
"105",9,"2016-10-05",""
"106",10,"2016-10-05",""
"107",11,"2016-10-05",""
"108",12,"2016-10-05",""
"109",13,"2016-10-05",""
"110",14,"2016-10-05",""
"111",15,"2016-10-05",""
"112",16,"2016-10-05",""
"113",17,"2016-10-05",""
"114",18,"2016-10-05",""
"115",19,"2016-10-05",""
"116",20,"2016-10-05",""
"117",21,"2016-10-05",""
"118",22,"2016-10-05",""
"119",23,"2016-10-05",""
"120",24,"2016-10-05",""
"121",1,"2016-10-06",""
"122",2,"2016-10-06",""
"123",3,"2016-10-06",""
"124",4,"2016-10-06",""
"125",5,"2016-10-06",""
"126",6,"2016-10-06",""
"127",7,"2016-10-06",""
"128",8,"2016-10-06",""
"129",9,"2016-10-06",""
"130",10,"2016-10-06",""
"131",11,"2016-10-06",""
"132",12,"2016-10-06",""
"133",13,"2016-10-06",""
"134",14,"2016-10-06",""
"135",15,"2016-10-06",""
"136",16,"2016-10-06",""
"137",17,"2016-10-06",""
"138",18,"2016-10-06",""
"139",19,"2016-10-06",""
"140",20,"2016-10-06",""
"141",21,"2016-10-06",""
"142",22,"2016-10-06",""
"143",23,"2016-10-06",""
"144",24,"2016-10-06",""
"145",1,"2016-10-07",""
"146",2,"2016-10-07",""
"147",3,"2016-10-07",""
"148",4,"2016-10-07",""
"149",5,"2016-10-07",""
"150",6,"2016-10-07",""
"151",7,"2016-10-07",""
"152",8,"2016-10-07",""
"153",9,"2016-10-07",""
"154",10,"2016-10-07",""
"155",11,"2016-10-07",""
"156",12,"2016-10-07",""
"157",13,"2016-10-07",""
"158",14,"2016-10-07",""
"159",15,"2016-10-07",""
"160",16,"2016-10-07",""
"161",17,"2016-10-07",""
"162",18,"2016-10-07",""
"163",19,"2016-10-07",""
"164",20,"2016-10-07",""
"165",21,"2016-10-07",""
"166",22,"2016-10-07",""
"167",23,"2016-10-07",""
"168",24,"2016-10-07",""
"169",1,"2016-10-08",""
"170",2,"2016-10-08",""
"171",3,"2016-10-08",""
"172",4,"2016-10-08",""
"173",5,"2016-10-08",""
"174",6,"2016-10-08",""
"175",7,"2016-10-08",""
"176",8,"2016-10-08",""
"177",9,"2016-10-08",""
"178",10,"2016-10-08",""
"179",11,"2016-10-08",""
"180",12,"2016-10-08",""
"181",13,"2016-10-08",""
"182",14,"2016-10-08",""
"183",15,"2016-10-08",""
"184",16,"2016-10-08",""
"185",17,"2016-10-08",""
"186",18,"2016-10-08",""
"187",19,"2016-10-08",""
"188",20,"2016-10-08",""
"189",21,"2016-10-08",""
"190",22,"2016-10-08",""
"191",23,"2016-10-08",""
"192",24,"2016-10-08",""
"193",1,"2016-10-09",""
"194",2,"2016-10-09",""
"195",3,"2016-10-09",""
"196",4,"2016-10-09",""
"197",5,"2016-10-09",""
"198",6,"2016-10-09",""
"199",7,"2016-10-09",""
"200",8,"2016-10-09",""
"201",9,"2016-10-09",""
"202",10,"2016-10-09",""
"203",11,"2016-10-09",""
"204",12,"2016-10-09",""
"205",13,"2016-10-09",""
"206",14,"2016-10-09",""
"207",15,"2016-10-09",""
"208",16,"2016-10-09",""
"209",17,"2016-10-09",""
