"","Hour","variable","value"
"1",1,"2016-10-01","1002.1"
"2",2,"2016-10-01","1001.5"
"3",3,"2016-10-01","1001.3"
"4",4,"2016-10-01","1001.0"
"5",5,"2016-10-01","1001.4"
"6",6,"2016-10-01","1001.8"
"7",7,"2016-10-01","1002.2"
"8",8,"2016-10-01","1002.6"
"9",9,"2016-10-01","1002.9"
"10",10,"2016-10-01","1002.9"
"11",11,"2016-10-01","1002.8"
"12",12,"2016-10-01","1002.2"
"13",13,"2016-10-01","1001.9"
"14",14,"2016-10-01","1001.6"
"15",15,"2016-10-01","1002.2"
"16",16,"2016-10-01","1001.9"
"17",17,"2016-10-01","1001.6"
"18",18,"2016-10-01","1001.3"
"19",19,"2016-10-01","1001.4"
"20",20,"2016-10-01","1002.0"
"21",21,"2016-10-01","1003.2"
"22",22,"2016-10-01","1003.7"
"23",23,"2016-10-01","1003.7"
"24",24,"2016-10-01","1003.3"
"25",1,"2016-10-02","1003.0"
"26",2,"2016-10-02","1002.2"
"27",3,"2016-10-02","1001.8"
"28",4,"2016-10-02","1001.2"
"29",5,"2016-10-02","1001.3"
"30",6,"2016-10-02","1001.7"
"31",7,"2016-10-02","1002.1"
"32",8,"2016-10-02","1002.4"
"33",9,"2016-10-02","1002.4"
"34",10,"2016-10-02","1002.3"
"35",11,"2016-10-02","1002.1"
"36",12,"2016-10-02","1001.1"
"37",13,"2016-10-02","1000.5"
"38",14,"2016-10-02","999.9"
"39",15,"2016-10-02","999.3"
"40",16,"2016-10-02","999.0"
"41",17,"2016-10-02","998.7"
"42",18,"2016-10-02","999.4"
"43",19,"2016-10-02","1000.1"
"44",20,"2016-10-02","1000.7"
"45",21,"2016-10-02","1001.1"
"46",22,"2016-10-02","1001.2"
"47",23,"2016-10-02","1000.8"
"48",24,"2016-10-02","1000.4"
"49",1,"2016-10-03","1000.0"
"50",2,"2016-10-03","999.6"
"51",3,"2016-10-03","999.0"
"52",4,"2016-10-03","998.7"
"53",5,"2016-10-03","998.7"
"54",6,"2016-10-03","998.8"
"55",7,"2016-10-03","999.0"
"56",8,"2016-10-03","999.5"
"57",9,"2016-10-03","999.8"
"58",10,"2016-10-03","999.8"
"59",11,"2016-10-03","999.4"
"60",12,"2016-10-03","998.7"
"61",13,"2016-10-03","X"
"62",14,"2016-10-03","997.1"
"63",15,"2016-10-03","996.7"
"64",16,"2016-10-03","996.9"
"65",17,"2016-10-03","997.3"
"66",18,"2016-10-03","997.7"
"67",19,"2016-10-03","998.2"
"68",20,"2016-10-03","998.8"
"69",21,"2016-10-03","999.4"
"70",22,"2016-10-03","999.4"
"71",23,"2016-10-03","999.5"
"72",24,"2016-10-03","999.7"
"73",1,"2016-10-04","999.4"
"74",2,"2016-10-04","999.3"
"75",3,"2016-10-04","999.1"
"76",4,"2016-10-04","998.7"
"77",5,"2016-10-04","999.0"
"78",6,"2016-10-04","999.2"
"79",7,"2016-10-04","999.4"
"80",8,"2016-10-04","999.9"
"81",9,"2016-10-04","X"
"82",10,"2016-10-04","999.9"
"83",11,"2016-10-04","999.5"
"84",12,"2016-10-04","998.8"
"85",13,"2016-10-04","998.2"
"86",14,"2016-10-04","997.7"
"87",15,"2016-10-04","997.3"
"88",16,"2016-10-04","997.5"
"89",17,"2016-10-04","997.8"
"90",18,"2016-10-04","998.3"
"91",19,"2016-10-04","998.8"
"92",20,"2016-10-04","999.5"
"93",21,"2016-10-04","1000.3"
"94",22,"2016-10-04","1000.4"
"95",23,"2016-10-04","1000.8"
"96",24,"2016-10-04","1000.5"
"97",1,"2016-10-05","1000.2"
"98",2,"2016-10-05","1000.1"
"99",3,"2016-10-05","999.9"
"100",4,"2016-10-05","999.7"
"101",5,"2016-10-05","1000.2"
"102",6,"2016-10-05","1000.3"
"103",7,"2016-10-05","X"
"104",8,"2016-10-05","1001.0"
"105",9,"2016-10-05","1001.4"
"106",10,"2016-10-05","1001.3"
"107",11,"2016-10-05","1000.8"
"108",12,"2016-10-05","X"
"109",13,"2016-10-05","998.9"
"110",14,"2016-10-05","998.2"
"111",15,"2016-10-05","997.8"
"112",16,"2016-10-05","997.9"
"113",17,"2016-10-05","998.0"
"114",18,"2016-10-05","998.5"
"115",19,"2016-10-05","999.2"
"116",20,"2016-10-05","999.5"
"117",21,"2016-10-05","999.8"
"118",22,"2016-10-05","999.7"
"119",23,"2016-10-05","999.4"
"120",24,"2016-10-05","998.7"
"121",1,"2016-10-06","998.1"
"122",2,"2016-10-06","997.9"
"123",3,"2016-10-06","998.0"
"124",4,"2016-10-06","999.2"
"125",5,"2016-10-06","998.8"
"126",6,"2016-10-06","999.0"
"127",7,"2016-10-06","1000.2"
"128",8,"2016-10-06","1000.3"
"129",9,"2016-10-06","999.9"
"130",10,"2016-10-06","999.6"
"131",11,"2016-10-06","999.9"
"132",12,"2016-10-06","999.7"
"133",13,"2016-10-06","999.0"
"134",14,"2016-10-06","998.5"
"135",15,"2016-10-06","998.6"
"136",16,"2016-10-06","998.8"
"137",17,"2016-10-06","999.0"
"138",18,"2016-10-06","998.9"
"139",19,"2016-10-06","999.1"
"140",20,"2016-10-06","999.3"
"141",21,"2016-10-06","X"
"142",22,"2016-10-06","999.7"
"143",23,"2016-10-06","999.7"
"144",24,"2016-10-06","999.1"
"145",1,"2016-10-07","999.3"
"146",2,"2016-10-07","998.7"
"147",3,"2016-10-07","997.9"
"148",4,"2016-10-07","998.2"
