"","Hour","variable","value"
"169",1,"2017-01-24","1016.7"
"170",2,"2017-01-24","1016.3"
"171",3,"2017-01-24","1015.8"
"172",4,"2017-01-24","1015.5"
"173",5,"2017-01-24","1015.4"
"174",6,"2017-01-24","1016.1"
"175",7,"2017-01-24","1016.7"
"176",8,"2017-01-24","1017.1"
"177",9,"2017-01-24","1017.6"
"178",10,"2017-01-24","1017.8"
"179",11,"2017-01-24","1017.3"
"180",12,"2017-01-24","1016.3"
"181",13,"2017-01-24","1015.5"
"182",14,"2017-01-24","1014.7"
"183",15,"2017-01-24","1014.4"
"184",16,"2017-01-24","1014.6"
"185",17,"2017-01-24","1015.1"
"186",18,"2017-01-24","1015.6"
"187",19,"2017-01-24","1016.3"
"188",20,"2017-01-24","1017.0"
"189",21,"2017-01-24","1017.5"
"190",22,"2017-01-24","1017.6"
"191",23,"2017-01-24","1017.7"
"192",24,"2017-01-24","1017.2"
"193",1,"2017-01-25","1017.0"
"194",2,"2017-01-25","1016.5"
"195",3,"2017-01-25","1016.2"
"196",4,"2017-01-25","1015.8"
"197",5,"2017-01-25","1016.0"
"198",6,"2017-01-25","1016.2"
"199",7,"2017-01-25","1016.6"
"200",8,"2017-01-25","1016.9"
"201",9,"2017-01-25","1017.1"
"202",10,"2017-01-25","1016.7"
"203",11,"2017-01-25","1016.6"
"204",12,"2017-01-25","1015.7"
"205",13,"2017-01-25","1014.3"
"206",14,"2017-01-25","1014.1"
"207",15,"2017-01-25","1013.4"
"208",16,"2017-01-25","1013.3"
"209",17,"2017-01-25","1013.4"
"210",18,"2017-01-25","1014.2"
"211",19,"2017-01-25","1014.9"
"212",20,"2017-01-25","1015.4"
"213",21,"2017-01-25","1015.7"
"214",22,"2017-01-25","1016.0"
"215",23,"2017-01-25","1015.9"
"216",24,"2017-01-25","1015.6"
"217",1,"2017-01-26","1015.5"
"218",2,"2017-01-26","1014.9"
"219",3,"2017-01-26","1014.6"
"220",4,"2017-01-26","1014.4"
"221",5,"2017-01-26","1014.7"
"222",6,"2017-01-26","1015.1"
"223",7,"2017-01-26","1015.5"
"224",8,"2017-01-26","1016.0"
"225",9,"2017-01-26","1016.2"
"226",10,"2017-01-26","X"
"227",11,"2017-01-26","1015.1"
"228",12,"2017-01-26","X"
"229",13,"2017-01-26","1013.0"
"230",14,"2017-01-26","1011.7"
"231",15,"2017-01-26","1011.1"
"232",16,"2017-01-26","1011.2"
"233",17,"2017-01-26","1011.7"
"234",18,"2017-01-26","1012.3"
"235",19,"2017-01-26","1012.8"
"236",20,"2017-01-26","1013.7"
"237",21,"2017-01-26","1013.9"
"238",22,"2017-01-26","1014.3"
"239",23,"2017-01-26","1014.4"
"240",24,"2017-01-26","1014.6"
"241",1,"2017-01-27","1014.6"
"242",2,"2017-01-27","1014.2"
"243",3,"2017-01-27","1013.6"
"244",4,"2017-01-27","1013.5"
"245",5,"2017-01-27","X"
"246",6,"2017-01-27","1014.1"
"247",7,"2017-01-27","1014.6"
"248",8,"2017-01-27","1015.6"
"249",9,"2017-01-27","1015.7"
"250",10,"2017-01-27","1015.3"
"251",11,"2017-01-27","1014.6"
"252",12,"2017-01-27","1013.6"
"253",13,"2017-01-27","1012.0"
"254",14,"2017-01-27","1010.8"
"255",15,"2017-01-27","1010.5"
"256",16,"2017-01-27","1010.6"
"257",17,"2017-01-27","1010.8"
"258",18,"2017-01-27","1011.3"
"259",19,"2017-01-27","1011.8"
"260",20,"2017-01-27","1012.4"
"261",21,"2017-01-27","1012.6"
"262",22,"2017-01-27","1012.7"
"263",23,"2017-01-27","1012.4"
"264",24,"2017-01-27","1012.1"
"265",1,"2017-01-28","1011.8"
"266",2,"2017-01-28","1011.5"
"267",3,"2017-01-28","1010.7"
"268",4,"2017-01-28","1010.0"
"269",5,"2017-01-28","1010.1"
"270",6,"2017-01-28","1010.4"
"271",7,"2017-01-28","1010.9"
"272",8,"2017-01-28","1011.1"
"273",9,"2017-01-28","1011.7"
"274",10,"2017-01-28","1011.7"
"275",11,"2017-01-28","1011.0"
"276",12,"2017-01-28","1010.0"
"277",13,"2017-01-28","1008.8"
"278",14,"2017-01-28","1008.1"
"279",15,"2017-01-28","1007.7"
"280",16,"2017-01-28","1007.6"
"281",17,"2017-01-28","1008.2"
"282",18,"2017-01-28","1008.5"
"283",19,"2017-01-28","1009.2"
"284",20,"2017-01-28","1009.6"
"285",21,"2017-01-28","X"
"286",22,"2017-01-28","1009.8"
"287",23,"2017-01-28","1009.8"
"288",24,"2017-01-28","1009.5"
"289",1,"2017-01-29","1009.4"
"290",2,"2017-01-29","X"
"291",3,"2017-01-29","1008.6"
"292",4,"2017-01-29","1008.4"
"293",5,"2017-01-29","1008.7"
"294",6,"2017-01-29","1009.3"
"295",7,"2017-01-29","1009.9"
"296",8,"2017-01-29","1010.6"
"297",9,"2017-01-29","1011.2"
"298",10,"2017-01-29","1011.3"
"299",11,"2017-01-29","1010.5"
"300",12,"2017-01-29","1009.4"
"301",13,"2017-01-29","1008.3"
"302",14,"2017-01-29","1007.2"
"303",15,"2017-01-29","1006.8"
"304",16,"2017-01-29","1007.0"
"305",17,"2017-01-29","1007.6"
"306",18,"2017-01-29","1008.6"
"307",19,"2017-01-29","1009.1"
"308",20,"2017-01-29","1009.4"
"309",21,"2017-01-29","1009.4"
"310",22,"2017-01-29","1009.5"
"311",23,"2017-01-29","1009.5"
"312",24,"2017-01-29","1009.6"
"313",1,"2017-01-30","1009.3"
"314",2,"2017-01-30","1008.7"
"315",3,"2017-01-30","1008.3"
"316",4,"2017-01-30","1008.3"
"317",5,"2017-01-30","1008.7"
"318",6,"2017-01-30","1009.4"
"319",7,"2017-01-30","X"
"320",8,"2017-01-30","1010.3"
"321",9,"2017-01-30","1010.5"
"322",10,"2017-01-30","1010.1"
"323",11,"2017-01-30","1009.4"
"324",12,"2017-01-30","1008.5"
"325",13,"2017-01-30","1007.7"
"326",14,"2017-01-30","1007.1"
"327",15,"2017-01-30","1006.7"
"328",16,"2017-01-30","1007.3"
"329",17,"2017-01-30","1008.2"
"330",18,"2017-01-30","1008.7"
"331",19,"2017-01-30","X"
"332",20,"2017-01-30","X"
"333",21,"2017-01-30","1010.1"
"334",22,"2017-01-30","1010.1"
"335",23,"2017-01-30","1010.2"
"336",24,"2017-01-30","1010.1"
"337",1,"2017-01-31","1009.8"
"338",2,"2017-01-31","1009.4"
"339",3,"2017-01-31","1009.3"
"340",4,"2017-01-31","1009.3"
"341",5,"2017-01-31","1009.6"
"342",6,"2017-01-31","1010.1"
"343",7,"2017-01-31","1010.7"
"344",8,"2017-01-31","1011.3"
"345",9,"2017-01-31","1011.7"
"346",10,"2017-01-31","1012.1"
"347",11,"2017-01-31","1011.5"
"348",12,"2017-01-31","1010.6"
"349",13,"2017-01-31","1009.6"
"350",14,"2017-01-31","1008.9"
"351",15,"2017-01-31","1008.4"
"352",16,"2017-01-31","1008.4"
"353",17,"2017-01-31","1009.1"
"354",18,"2017-01-31","1009.8"
"355",19,"2017-01-31","1010.6"
"356",20,"2017-01-31","1011.0"
"357",21,"2017-01-31","1011.1"
"358",22,"2017-01-31","1011.2"
"359",23,"2017-01-31","1011.1"
"360",24,"2017-01-31","1011.2"
"361",1,"2017-02-01","1011.1"
"362",2,"2017-02-01","1011.1"
"363",3,"2017-02-01","1010.7"
"364",4,"2017-02-01","1010.4"
"365",5,"2017-02-01","1010.4"
"366",6,"2017-02-01","1011.0"
"367",7,"2017-02-01","1011.6"
"368",8,"2017-02-01","1012.2"
