"","Hour","variable","value"
"200",8,"2017-01-25","92"
"201",9,"2017-01-25","78"
"202",10,"2017-01-25","72"
"203",11,"2017-01-25","69"
"204",12,"2017-01-25","65"
"205",13,"2017-01-25","65"
"206",14,"2017-01-25","60"
"207",15,"2017-01-25","57"
"208",16,"2017-01-25","58"
"209",17,"2017-01-25","67"
"210",18,"2017-01-25","76"
"211",19,"2017-01-25","80"
"212",20,"2017-01-25","82"
"213",21,"2017-01-25","88"
"214",22,"2017-01-25","89"
"215",23,"2017-01-25","90"
"216",24,"2017-01-25","93"
"217",1,"2017-01-26","94"
"218",2,"2017-01-26","94"
"219",3,"2017-01-26","93"
"220",4,"2017-01-26","94"
"221",5,"2017-01-26","94"
"222",6,"2017-01-26","96"
"223",7,"2017-01-26","98"
"224",8,"2017-01-26","93"
"225",9,"2017-01-26","82"
"226",10,"2017-01-26","X"
"227",11,"2017-01-26","63"
"228",12,"2017-01-26","X"
"229",13,"2017-01-26","55"
"230",14,"2017-01-26","50"
"231",15,"2017-01-26","47"
"232",16,"2017-01-26","50"
"233",17,"2017-01-26","60"
"234",18,"2017-01-26","69"
"235",19,"2017-01-26","76"
"236",20,"2017-01-26","86"
"237",21,"2017-01-26","88"
"238",22,"2017-01-26","94"
"239",23,"2017-01-26","98"
"240",24,"2017-01-26","98"
"241",1,"2017-01-27","99"
"242",2,"2017-01-27","99"
"243",3,"2017-01-27","99"
"244",4,"2017-01-27","99"
"245",5,"2017-01-27","X"
"246",6,"2017-01-27","99"
"247",7,"2017-01-27","99"
"248",8,"2017-01-27","99"
"249",9,"2017-01-27","83"
"250",10,"2017-01-27","66"
"251",11,"2017-01-27","56"
"252",12,"2017-01-27","43"
"253",13,"2017-01-27","39"
"254",14,"2017-01-27","40"
"255",15,"2017-01-27","41"
"256",16,"2017-01-27","45"
"257",17,"2017-01-27","55"
"258",18,"2017-01-27","71"
"259",19,"2017-01-27","80"
"260",20,"2017-01-27","90"
"261",21,"2017-01-27","95"
"262",22,"2017-01-27","99"
"263",23,"2017-01-27","99"
"264",24,"2017-01-27","99"
"265",1,"2017-01-28","99"
"266",2,"2017-01-28","99"
"267",3,"2017-01-28","99"
"268",4,"2017-01-28","99"
"269",5,"2017-01-28","99"
"270",6,"2017-01-28","99"
"271",7,"2017-01-28","99"
"272",8,"2017-01-28","99"
"273",9,"2017-01-28","94"
"274",10,"2017-01-28","71"
"275",11,"2017-01-28","51"
"276",12,"2017-01-28","44"
"277",13,"2017-01-28","42"
"278",14,"2017-01-28","44"
"279",15,"2017-01-28","43"
"280",16,"2017-01-28","51"
"281",17,"2017-01-28","56"
"282",18,"2017-01-28","80"
"283",19,"2017-01-28","92"
"284",20,"2017-01-28","95"
"285",21,"2017-01-28","X"
"286",22,"2017-01-28","99"
"287",23,"2017-01-28","99"
"288",24,"2017-01-28","99"
"289",1,"2017-01-29","99"
"290",2,"2017-01-29","X"
"291",3,"2017-01-29","99"
"292",4,"2017-01-29","99"
"293",5,"2017-01-29","99"
"294",6,"2017-01-29","99"
"295",7,"2017-01-29","99"
"296",8,"2017-01-29","99"
"297",9,"2017-01-29","99"
"298",10,"2017-01-29","99"
"299",11,"2017-01-29","69"
"300",12,"2017-01-29","51"
"301",13,"2017-01-29","42"
"302",14,"2017-01-29","40"
"303",15,"2017-01-29","42"
"304",16,"2017-01-29","40"
"305",17,"2017-01-29","64"
