"","Hour","variable","value"
"1",1,"2016-10-01","94"
"2",2,"2016-10-01","95"
"3",3,"2016-10-01","95"
"4",4,"2016-10-01","93"
"5",5,"2016-10-01","91"
"6",6,"2016-10-01","X"
"7",7,"2016-10-01","91"
"8",8,"2016-10-01","89"
"9",9,"2016-10-01","72"
"10",10,"2016-10-01","73"
"11",11,"2016-10-01","68"
"12",12,"2016-10-01","67"
"13",13,"2016-10-01","65"
"14",14,"2016-10-01","74"
"15",15,"2016-10-01","76"
"16",16,"2016-10-01","80"
"17",17,"2016-10-01","81"
"18",18,"2016-10-01","84"
"19",19,"2016-10-01","83"
"20",20,"2016-10-01","85"
"21",21,"2016-10-01","86"
"22",22,"2016-10-01","85"
"23",23,"2016-10-01","88"
"24",24,"2016-10-01","89"
"25",1,"2016-10-02","91"
"26",2,"2016-10-02","91"
"27",3,"2016-10-02","92"
"28",4,"2016-10-02","92"
"29",5,"2016-10-02","93"
"30",6,"2016-10-02","92"
"31",7,"2016-10-02","83"
"32",8,"2016-10-02","76"
"33",9,"2016-10-02","69"
"34",10,"2016-10-02","53"
"35",11,"2016-10-02","49"
"36",12,"2016-10-02","53"
"37",13,"2016-10-02","61"
"38",14,"2016-10-02","61"
"39",15,"2016-10-02","62"
"40",16,"2016-10-02","68"
"41",17,"2016-10-02","65"
"42",18,"2016-10-02","74"
"43",19,"2016-10-02","77"
"44",20,"2016-10-02","78"
"45",21,"2016-10-02","78"
"46",22,"2016-10-02","87"
"47",23,"2016-10-02","88"
"48",24,"2016-10-02","90"
"49",1,"2016-10-03","89"
"50",2,"2016-10-03","85"
"51",3,"2016-10-03","84"
"52",4,"2016-10-03","82"
"53",5,"2016-10-03","82"
"54",6,"2016-10-03","82"
"55",7,"2016-10-03","79"
"56",8,"2016-10-03","75"
"57",9,"2016-10-03","72"
"58",10,"2016-10-03","65"
"59",11,"2016-10-03","65"
"60",12,"2016-10-03","67"
"61",13,"2016-10-03","69"
"62",14,"2016-10-03","67"
"63",15,"2016-10-03","67"
"64",16,"2016-10-03","66"
"65",17,"2016-10-03","71"
"66",18,"2016-10-03","76"
"67",19,"2016-10-03","79"
"68",20,"2016-10-03","79"
"69",21,"2016-10-03","80"
"70",22,"2016-10-03","83"
"71",23,"2016-10-03","82"
"72",24,"2016-10-03","80"
"73",1,"2016-10-04","84"
"74",2,"2016-10-04","86"
"75",3,"2016-10-04","85"
"76",4,"2016-10-04","83"
"77",5,"2016-10-04","81"
"78",6,"2016-10-04","81"
"79",7,"2016-10-04","78"
"80",8,"2016-10-04","74"
"81",9,"2016-10-04","72"
"82",10,"2016-10-04","67"
"83",11,"2016-10-04","65"
"84",12,"2016-10-04","61"
"85",13,"2016-10-04","58"
"86",14,"2016-10-04","51"
"87",15,"2016-10-04","51"
"88",16,"2016-10-04","59"
"89",17,"2016-10-04","60"
"90",18,"2016-10-04","67"
"91",19,"2016-10-04","71"
"92",20,"2016-10-04","73"
"93",21,"2016-10-04","77"
"94",22,"2016-10-04","79"
"95",23,"2016-10-04","84"
"96",24,"2016-10-04","82"
"97",1,"2016-10-05","81"
"98",2,"2016-10-05","82"
"99",3,"2016-10-05","83"
"100",4,"2016-10-05","83"
"101",5,"2016-10-05","83"
"102",6,"2016-10-05","82"
"103",7,"2016-10-05","79"
"104",8,"2016-10-05","76"
"105",9,"2016-10-05","69"
"106",10,"2016-10-05","63"
"107",11,"2016-10-05","60"
"108",12,"2016-10-05","57"
"109",13,"2016-10-05","61"
"110",14,"2016-10-05","60"
"111",15,"2016-10-05","62"
"112",16,"2016-10-05","67"
"113",17,"2016-10-05","72"
"114",18,"2016-10-05","73"
"115",19,"2016-10-05","74"
"116",20,"2016-10-05","76"
"117",21,"2016-10-05","77"
"118",22,"2016-10-05","81"
"119",23,"2016-10-05","80"
"120",24,"2016-10-05","79"
"121",1,"2016-10-06","83"
"122",2,"2016-10-06","85"
"123",3,"2016-10-06","86"
"124",4,"2016-10-06","84"
"125",5,"2016-10-06","90"
"126",6,"2016-10-06","92"
"127",7,"2016-10-06","92"
"128",8,"2016-10-06","89"
"129",9,"2016-10-06","79"
"130",10,"2016-10-06","76"
"131",11,"2016-10-06","68"
"132",12,"2016-10-06","68"
"133",13,"2016-10-06","66"
"134",14,"2016-10-06","70"
"135",15,"2016-10-06","71"
"136",16,"2016-10-06","79"
"137",17,"2016-10-06","80"
"138",18,"2016-10-06","79"
"139",19,"2016-10-06","80"
"140",20,"2016-10-06","86"
"141",21,"2016-10-06","83"
"142",22,"2016-10-06","87"
"143",23,"2016-10-06","86"
"144",24,"2016-10-06","86"
"145",1,"2016-10-07","87"
"146",2,"2016-10-07","86"
"147",3,"2016-10-07","85"
"148",4,"2016-10-07","85"
"149",5,"2016-10-07","88"
"150",6,"2016-10-07","87"
"151",7,"2016-10-07","85"
"152",8,"2016-10-07","83"
"153",9,"2016-10-07","87"
"154",10,"2016-10-07","94"
"155",11,"2016-10-07","92"
"156",12,"2016-10-07","88"
"157",13,"2016-10-07","90"
"158",14,"2016-10-07","91"
"159",15,"2016-10-07","92"
"160",16,"2016-10-07","92"
"161",17,"2016-10-07","95"
"162",18,"2016-10-07","95"
"163",19,"2016-10-07","94"
"164",20,"2016-10-07","95"
"165",21,"2016-10-07","93"
"166",22,"2016-10-07","94"
"167",23,"2016-10-07","94"
"168",24,"2016-10-07","94"
"169",1,"2016-10-08","91"
