"","time","Tem"
"1",2017-03-14 01:00:00,"17.6"
"2",2017-03-14 02:00:00,"16.8"
"3",2017-03-14 03:00:00,"16.5"
"4",2017-03-14 04:00:00,"15.7"
"5",2017-03-14 05:00:00,"15.7"
"6",2017-03-14 06:00:00,"15.4"
"7",2017-03-14 07:00:00,"14.9"
"8",2017-03-14 08:00:00,"14.3"
"9",2017-03-14 09:00:00,"14.4"
"10",2017-03-14 10:00:00,"14.3"
"11",2017-03-14 11:00:00,"14.9"
"12",2017-03-14 12:00:00,"15.2"
"13",2017-03-14 13:00:00,"15.2"
"14",2017-03-14 14:00:00,"15.1"
"15",2017-03-14 15:00:00,"14.8"
"16",2017-03-14 16:00:00,"14.9"
"17",2017-03-14 17:00:00,"14.7"
"18",2017-03-14 18:00:00,"14.5"
"19",2017-03-14 19:00:00,"14.7"
"20",2017-03-14 20:00:00,"14.7"
"21",2017-03-14 21:00:00,"14.2"
"22",2017-03-14 22:00:00,"14.3"
"23",2017-03-14 23:00:00,"13.6"
"24",2017-03-15 00:00:00,"13.7"
"25",2017-03-15 01:00:00,"13.6"
"26",2017-03-15 02:00:00,"13.5"
"27",2017-03-15 03:00:00,"13.6"
"28",2017-03-15 04:00:00,"13.7"
"29",2017-03-15 05:00:00,"14.7"
"30",2017-03-15 06:00:00,"14.2"
"31",2017-03-15 07:00:00,"13.8"
"32",2017-03-15 08:00:00,"13.7"
"33",2017-03-15 09:00:00,"14.0"
"34",2017-03-15 10:00:00,"15.0"
"35",2017-03-15 11:00:00,"15.8"
"36",2017-03-15 12:00:00,"15.9"
"37",2017-03-15 13:00:00,"16.1"
"38",2017-03-15 14:00:00,"16.4"
"39",2017-03-15 15:00:00,"16.3"
"40",2017-03-15 16:00:00,"15.9"
"41",2017-03-15 17:00:00,"16.0"
"42",2017-03-15 18:00:00,"15.1"
"43",2017-03-15 19:00:00,"14.7"
"44",2017-03-15 20:00:00,"14.5"
"45",2017-03-15 21:00:00,"14.5"
"46",2017-03-15 22:00:00,"14.6"
"47",2017-03-15 23:00:00,"14.9"
"48",2017-03-16 00:00:00,"15.2"
"49",2017-03-16 01:00:00,"15.4"
"50",2017-03-16 02:00:00,"15.3"
"51",2017-03-16 03:00:00,"15.8"
"52",2017-03-16 04:00:00,"16.1"
"53",2017-03-16 05:00:00,"15.3"
"54",2017-03-16 06:00:00,"15.1"
"55",2017-03-16 07:00:00,"15.1"
"56",2017-03-16 08:00:00,"15.4"
"57",2017-03-16 09:00:00,"16.1"
"58",2017-03-16 10:00:00,"16.8"
"59",2017-03-16 11:00:00,"17.9"
"60",2017-03-16 12:00:00,"18.2"
"61",2017-03-16 13:00:00,"18.9"
"62",2017-03-16 14:00:00,"19.1"
"63",2017-03-16 15:00:00,"19.4"
"64",2017-03-16 16:00:00,"19.0"
"65",2017-03-16 17:00:00,"18.6"
"66",2017-03-16 18:00:00,"17.2"
"67",2017-03-16 19:00:00,"17.1"
"68",2017-03-16 20:00:00,"16.6"
"69",2017-03-16 21:00:00,"16.3"
"70",2017-03-16 22:00:00,"16.1"
"71",2017-03-16 23:00:00,"16.1"
"72",2017-03-17 00:00:00,"16.0"
"73",2017-03-17 01:00:00,"16.0"
"74",2017-03-17 02:00:00,"16.0"
"75",2017-03-17 03:00:00,"15.9"
"76",2017-03-17 04:00:00,"15.9"
"77",2017-03-17 05:00:00,"16.0"
"78",2017-03-17 06:00:00,"16.1"
"79",2017-03-17 07:00:00,"16.5"
"80",2017-03-17 08:00:00,"17.0"
"81",2017-03-17 09:00:00,"17.8"
"82",2017-03-17 10:00:00,"18.4"
"83",2017-03-17 11:00:00,"19.6"
"84",2017-03-17 12:00:00,"19.8"
"85",2017-03-17 13:00:00,"19.0"
"86",2017-03-17 14:00:00,"19.7"
"87",2017-03-17 15:00:00,"19.9"
"88",2017-03-17 16:00:00,"19.6"
"89",2017-03-17 17:00:00,"19.2"
"90",2017-03-17 18:00:00,"18.8"
"91",2017-03-17 19:00:00,"18.7"
"92",2017-03-17 20:00:00,"18.5"
"93",2017-03-17 21:00:00,"18.4"
"94",2017-03-17 22:00:00,"18.4"
"95",2017-03-17 23:00:00,"18.4"
"96",2017-03-18 00:00:00,"18.5"
"97",2017-03-18 01:00:00,"18.5"
"98",2017-03-18 02:00:00,"18.3"
"99",2017-03-18 03:00:00,"17.6"
"100",2017-03-18 04:00:00,"17.5"
"101",2017-03-18 05:00:00,"17.6"
"102",2017-03-18 06:00:00,"17.4"
"103",2017-03-18 07:00:00,"18.0"
"104",2017-03-18 08:00:00,"20.4"
"105",2017-03-18 09:00:00,"23.0"
"106",2017-03-18 10:00:00,"23.9"
"107",2017-03-18 11:00:00,"24.1"
"108",2017-03-18 12:00:00,"23.8"
"109",2017-03-18 13:00:00,"24.2"
"110",2017-03-18 14:00:00,"23.4"
"111",2017-03-18 15:00:00,"23.8"
"112",2017-03-18 16:00:00,"24.4"
"113",2017-03-18 17:00:00,"23.5"
"114",2017-03-18 18:00:00,"23.1"
"115",2017-03-18 19:00:00,"22.1"
"116",2017-03-18 20:00:00,"21.9"
"117",2017-03-18 21:00:00,"21.5"
"118",2017-03-18 22:00:00,"21.3"
"119",2017-03-18 23:00:00,"21.2"
"120",2017-03-19 00:00:00,"21.0"
"121",2017-03-19 01:00:00,"20.5"
"122",2017-03-19 02:00:00,"20.2"
"123",2017-03-19 03:00:00,"20.0"
"124",2017-03-19 04:00:00,"19.7"
"125",2017-03-19 05:00:00,"19.7"
