"","time","Tem"
"126",2017-03-19 06:00:00,"19.8"
"127",2017-03-19 07:00:00,"20.1"
"128",2017-03-19 08:00:00,"20.6"
"129",2017-03-19 09:00:00,"21.2"
"130",2017-03-19 10:00:00,"21.9"
"131",2017-03-19 11:00:00,"21.9"
"132",2017-03-19 12:00:00,"22.4"
"133",2017-03-19 13:00:00,"22.3"
"134",2017-03-19 14:00:00,"22.4"
"135",2017-03-19 15:00:00,"22.4"
"136",2017-03-19 16:00:00,"21.7"
"137",2017-03-19 17:00:00,"21.5"
"138",2017-03-19 18:00:00,"21.3"
"139",2017-03-19 19:00:00,"20.8"
"140",2017-03-19 20:00:00,"20.6"
"141",2017-03-19 21:00:00,"20.7"
"142",2017-03-19 22:00:00,"20.7"
"143",2017-03-19 23:00:00,"20.5"
"144",2017-03-20 00:00:00,"20.7"
