"","time","Press"
"1",2017-03-14 01:00:00,"1012.2"
"2",2017-03-14 02:00:00,"1012.7"
"3",2017-03-14 03:00:00,"1013.3"
"4",2017-03-14 04:00:00,"1013.7"
"5",2017-03-14 05:00:00,"1015.1"
"6",2017-03-14 06:00:00,"1015.5"
"7",2017-03-14 07:00:00,"1016.9"
"8",2017-03-14 08:00:00,"1018.1"
"9",2017-03-14 09:00:00,"1019.2"
"10",2017-03-14 10:00:00,"1019.2"
"11",2017-03-14 11:00:00,"1019.1"
"12",2017-03-14 12:00:00,"1018.3"
"13",2017-03-14 13:00:00,"1017.9"
"14",2017-03-14 14:00:00,"1017.2"
"15",2017-03-14 15:00:00,"1017.1"
"16",2017-03-14 16:00:00,"1017.6"
"17",2017-03-14 17:00:00,"1018.1"
"18",2017-03-14 18:00:00,"1018.7"
"19",2017-03-14 19:00:00,"1019.8"
"20",2017-03-14 20:00:00,"1020.2"
"21",2017-03-14 21:00:00,"1020.8"
"22",2017-03-14 22:00:00,"1020.9"
"23",2017-03-14 23:00:00,"1020.7"
"24",2017-03-15 00:00:00,"1020.4"
"25",2017-03-15 01:00:00,"1019.9"
"26",2017-03-15 02:00:00,"1019.6"
"27",2017-03-15 03:00:00,"1019.3"
"28",2017-03-15 04:00:00,"1019.7"
"29",2017-03-15 05:00:00,"1019.9"
"30",2017-03-15 06:00:00,"1020.2"
"31",2017-03-15 07:00:00,"1020.8"
"32",2017-03-15 08:00:00,"1021.4"
"33",2017-03-15 09:00:00,"1021.9"
"34",2017-03-15 10:00:00,"1021.3"
"35",2017-03-15 11:00:00,"1021.0"
"36",2017-03-15 12:00:00,"1019.7"
"37",2017-03-15 13:00:00,"1018.6"
"38",2017-03-15 14:00:00,"1017.7"
"39",2017-03-15 15:00:00,"1017.5"
"40",2017-03-15 16:00:00,"1017.5"
"41",2017-03-15 17:00:00,"1017.6"
"42",2017-03-15 18:00:00,"1017.8"
"43",2017-03-15 19:00:00,"1017.7"
"44",2017-03-15 20:00:00,"1017.7"
"45",2017-03-15 21:00:00,"1017.6"
"46",2017-03-15 22:00:00,"1017.2"
"47",2017-03-15 23:00:00,"1016.7"
"48",2017-03-16 00:00:00,"1016.4"
"49",2017-03-16 01:00:00,"1015.6"
"50",2017-03-16 02:00:00,"1015.0"
"51",2017-03-16 03:00:00,"1014.7"
"52",2017-03-16 04:00:00,"1014.5"
"53",2017-03-16 05:00:00,"1015.3"
"54",2017-03-16 06:00:00,"1016.1"
"55",2017-03-16 07:00:00,"1017.0"
"56",2017-03-16 08:00:00,"1017.0"
"57",2017-03-16 09:00:00,"1016.5"
"58",2017-03-16 10:00:00,"1015.9"
"59",2017-03-16 11:00:00,"1015.3"
"60",2017-03-16 12:00:00,"1014.8"
"61",2017-03-16 13:00:00,"1014.0"
"62",2017-03-16 14:00:00,"1013.4"
