"","time","Press"
"63",2017-03-16 15:00:00,"1013.2"
"64",2017-03-16 16:00:00,"1013.4"
"65",2017-03-16 17:00:00,"1014.1"
"66",2017-03-16 18:00:00,"1014.9"
"67",2017-03-16 19:00:00,"1015.1"
"68",2017-03-16 20:00:00,"1016.0"
"69",2017-03-16 21:00:00,"1016.7"
"70",2017-03-16 22:00:00,"1017.1"
"71",2017-03-16 23:00:00,"1017.3"
"72",2017-03-17 00:00:00,"1017.4"
"73",2017-03-17 01:00:00,"1017.1"
"74",2017-03-17 02:00:00,"1016.9"
"75",2017-03-17 03:00:00,"1016.6"
"76",2017-03-17 04:00:00,"1016.5"
"77",2017-03-17 05:00:00,"1016.9"
"78",2017-03-17 06:00:00,"1017.3"
"79",2017-03-17 07:00:00,"1017.8"
"80",2017-03-17 08:00:00,"1018.2"
"81",2017-03-17 09:00:00,"1018.3"
"82",2017-03-17 10:00:00,"1018.0"
"83",2017-03-17 11:00:00,"1017.4"
"84",2017-03-17 12:00:00,"1016.5"
"85",2017-03-17 13:00:00,"1016.3"
"86",2017-03-17 14:00:00,"1015.5"
"87",2017-03-17 15:00:00,"1015.5"
"88",2017-03-17 16:00:00,"1015.8"
"89",2017-03-17 17:00:00,"1016.0"
"90",2017-03-17 18:00:00,"1016.2"
"91",2017-03-17 19:00:00,"1016.5"
"92",2017-03-17 20:00:00,"1017.5"
"93",2017-03-17 21:00:00,"1018.1"
"94",2017-03-17 22:00:00,"1018.2"
"95",2017-03-17 23:00:00,"1018.1"
"96",2017-03-18 00:00:00,"1017.6"
"97",2017-03-18 01:00:00,"1017.3"
"98",2017-03-18 02:00:00,"1016.6"
"99",2017-03-18 03:00:00,"1016.6"
"100",2017-03-18 04:00:00,"1016.5"
"101",2017-03-18 05:00:00,"1016.5"
"102",2017-03-18 06:00:00,"1017.1"
"103",2017-03-18 07:00:00,"1017.6"
"104",2017-03-18 08:00:00,"1018.3"
"105",2017-03-18 09:00:00,"1018.1"
"106",2017-03-18 10:00:00,"1018.1"
"107",2017-03-18 11:00:00,"1017.7"
"108",2017-03-18 12:00:00,"1016.9"
"109",2017-03-18 13:00:00,"1016.3"
"110",2017-03-18 14:00:00,"1015.6"
"111",2017-03-18 15:00:00,"1014.7"
"112",2017-03-18 16:00:00,"1014.6"
"113",2017-03-18 17:00:00,"1015.4"
"114",2017-03-18 18:00:00,"1015.3"
"115",2017-03-18 19:00:00,"1015.9"
"116",2017-03-18 20:00:00,"1016.5"
"117",2017-03-18 21:00:00,"1016.8"
"118",2017-03-18 22:00:00,"1017.2"
"119",2017-03-18 23:00:00,"1016.7"
"120",2017-03-19 00:00:00,"1016.8"
"121",2017-03-19 01:00:00,"1016.7"
"122",2017-03-19 02:00:00,"1016.5"
"123",2017-03-19 03:00:00,"1016.4"
"124",2017-03-19 04:00:00,"1016.5"
"125",2017-03-19 05:00:00,"1017.1"
"126",2017-03-19 06:00:00,"1017.7"
"127",2017-03-19 07:00:00,"1018.1"
"128",2017-03-19 08:00:00,"1018.2"
"129",2017-03-19 09:00:00,"1018.3"
"130",2017-03-19 10:00:00,"1017.4"
"131",2017-03-19 11:00:00,"1017.8"
"132",2017-03-19 12:00:00,"1016.6"
"133",2017-03-19 13:00:00,"1016.1"
"134",2017-03-19 14:00:00,"1015.3"
"135",2017-03-19 15:00:00,"1015.1"
"136",2017-03-19 16:00:00,"1015.5"
"137",2017-03-19 17:00:00,"1015.7"
"138",2017-03-19 18:00:00,"1016.0"
"139",2017-03-19 19:00:00,"1016.1"
"140",2017-03-19 20:00:00,"1016.9"
"141",2017-03-19 21:00:00,"1017.0"
"142",2017-03-19 22:00:00,"1017.1"
"143",2017-03-19 23:00:00,"1016.5"
"144",2017-03-20 00:00:00,"1016.0"
